,address,gu,dong,mac_score,lot_score,burgerking_score,seveneleven_score,cu_score,gs25_score,starbucks_score,lottecinema_score,megabox_score,cgv_score,total_score
20,서울특별시 종로구 세종로,종로구,세종로,0.0,0.0,0.0,0.2127659574468085,0.0,0.0,0.43478260869565216,0.0,0.0,0.0,0.6475485661424607
21,서울특별시 종로구 신문로1가,종로구,신문로1가,0.0,0.0,0.0,0.0,0.26666666666666666,0.125,0.43478260869565216,0.0,0.0,0.0,0.8264492753623188
22,서울특별시 종로구 신문로2가,종로구,신문로2가,0.0,0.0,0.0,0.0,0.13333333333333333,0.125,0.0,0.0,0.0,0.0,0.2583333333333333
23,서울특별시 종로구 청진동,종로구,청진동,0.0,0.0,0.0,0.425531914893617,0.26666666666666666,0.625,0.8695652173913043,0.0,0.0,0.0,2.186763798951588
24,서울특별시 종로구 서린동,종로구,서린동,0.0,0.0,0.0,0.0,0.13333333333333333,0.125,0.8695652173913043,0.0,0.0,0.0,1.1278985507246375
25,서울특별시 종로구 수송동,종로구,수송동,0.0,0.0,3.333333333333333,0.6382978723404255,0.26666666666666666,0.375,1.3043478260869565,0.0,0.0,0.0,5.917645698427382
26,서울특별시 종로구 중학동,종로구,중학동,0.0,0.0,0.0,0.0,0.13333333333333333,0.125,0.43478260869565216,0.0,0.0,0.0,0.6931159420289854
27,서울특별시 종로구 종로1가,종로구,종로1가,0.0,0.0,0.0,0.2127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.2127659574468085
28,서울특별시 종로구 공평동,종로구,공평동,0.0,0.0,0.0,0.2127659574468085,0.13333333333333333,0.125,0.0,0.0,0.0,0.0,0.4710992907801418
29,서울특별시 종로구 관훈동,종로구,관훈동,0.0,0.0,0.0,0.0,0.13333333333333333,0.5,0.0,0.0,0.0,0.0,0.6333333333333333
30,서울특별시 종로구 견지동,종로구,견지동,0.0,0.0,0.0,0.2127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.2127659574468085
31,서울특별시 종로구 와룡동,종로구,와룡동,0.0,0.0,0.0,0.2127659574468085,0.13333333333333333,0.125,0.0,0.0,0.0,0.0,0.4710992907801418
32,서울특별시 종로구 권농동,종로구,권농동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,서울특별시 종로구 운니동,종로구,운니동,0.0,0.0,0.0,0.0,0.13333333333333333,0.125,0.0,0.0,0.0,0.0,0.2583333333333333
34,서울특별시 종로구 익선동,종로구,익선동,0.0,0.0,0.0,0.2127659574468085,0.13333333333333333,0.125,0.0,0.0,0.0,0.0,0.4710992907801418
35,서울특별시 종로구 경운동,종로구,경운동,0.0,0.0,0.0,0.2127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.2127659574468085
36,서울특별시 종로구 관철동,종로구,관철동,0.0,0.0,0.0,0.851063829787234,0.26666666666666666,0.25,0.8695652173913043,0.0,0.0,0.0,2.2372957138452048
37,서울특별시 종로구 인사동,종로구,인사동,0.0,0.0,0.0,0.2127659574468085,0.13333333333333333,0.0,0.43478260869565216,0.0,0.0,0.0,0.780881899475794
38,서울특별시 종로구 낙원동,종로구,낙원동,0.0,0.0,0.0,0.425531914893617,0.4,0.125,0.0,0.0,0.0,0.0,0.9505319148936171
39,서울특별시 종로구 종로2가,종로구,종로2가,0.0,1.25,3.333333333333333,0.2127659574468085,0.13333333333333333,0.125,0.8695652173913043,0.0,0.0,0.0,5.923997841504779
40,서울특별시 종로구 팔판동,종로구,팔판동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,서울특별시 종로구 삼청동,종로구,삼청동,0.0,0.0,0.0,0.0,0.13333333333333333,0.125,0.43478260869565216,0.0,0.0,0.0,0.6931159420289854
42,서울특별시 종로구 안국동,종로구,안국동,3.333333333333333,0.0,0.0,0.2127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,3.5460992907801416
43,서울특별시 종로구 소격동,종로구,소격동,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.125
44,서울특별시 종로구 화동,종로구,화동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,서울특별시 종로구 사간동,종로구,사간동,0.0,0.0,0.0,0.2127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.2127659574468085
46,서울특별시 종로구 송현동,종로구,송현동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,서울특별시 종로구 가회동,종로구,가회동,0.0,0.0,0.0,0.0,0.13333333333333333,0.125,0.0,0.0,0.0,0.0,0.2583333333333333
48,서울특별시 종로구 재동,종로구,재동,0.0,0.0,0.0,0.0,0.0,0.125,0.43478260869565216,0.0,0.0,0.0,0.5597826086956521
49,서울특별시 종로구 계동,종로구,계동,0.0,0.0,0.0,0.0,0.13333333333333333,0.125,0.43478260869565216,0.0,0.0,0.0,0.6931159420289854
50,서울특별시 종로구 원서동,종로구,원서동,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.26666666666666666
51,서울특별시 종로구 훈정동,종로구,훈정동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,서울특별시 종로구 묘동,종로구,묘동,0.0,0.0,0.0,0.2127659574468085,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.4794326241134752
53,서울특별시 종로구 봉익동,종로구,봉익동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,서울특별시 종로구 돈의동,종로구,돈의동,0.0,0.0,0.0,0.425531914893617,0.0,0.0,0.0,0.0,0.0,5.0,5.425531914893617
55,서울특별시 종로구 장사동,종로구,장사동,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.125
56,서울특별시 종로구 관수동,종로구,관수동,0.0,0.0,0.0,0.425531914893617,0.13333333333333333,0.25,0.8695652173913043,0.0,0.0,0.0,1.6784304656182545
57,서울특별시 종로구 종로3가,종로구,종로3가,3.333333333333333,0.0,0.0,0.0,0.26666666666666666,0.0,0.43478260869565216,0.0,0.0,0.0,4.034782608695652
58,서울특별시 종로구 인의동,종로구,인의동,0.0,0.0,0.0,0.425531914893617,0.0,0.125,0.43478260869565216,0.0,0.0,0.0,0.9853145235892691
59,서울특별시 종로구 예지동,종로구,예지동,0.0,0.0,0.0,0.2127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.2127659574468085
60,서울특별시 종로구 원남동,종로구,원남동,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.13333333333333333
61,서울특별시 종로구 연지동,종로구,연지동,0.0,0.0,0.0,0.425531914893617,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.5588652482269504
62,서울특별시 종로구 종로4가,종로구,종로4가,0.0,0.0,0.0,0.2127659574468085,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.34609929078014184
63,서울특별시 종로구 효제동,종로구,효제동,0.0,0.0,0.0,0.0,0.4,0.25,0.0,0.0,0.0,0.0,0.65
64,서울특별시 종로구 종로5가,종로구,종로5가,0.0,0.0,0.0,0.2127659574468085,0.13333333333333333,0.25,0.0,0.0,0.0,0.0,0.5960992907801418
65,서울특별시 종로구 종로6가,종로구,종로6가,0.0,0.0,0.0,0.2127659574468085,0.26666666666666666,0.125,0.0,0.0,0.0,0.0,0.6044326241134752
66,서울특별시 종로구 이화동,종로구,이화동,0.0,0.0,0.0,0.2127659574468085,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.34609929078014184
67,서울특별시 종로구 연건동,종로구,연건동,0.0,0.0,0.0,0.2127659574468085,0.4,0.25,0.43478260869565216,0.0,0.0,0.0,1.2975485661424608
68,서울특별시 종로구 충신동,종로구,충신동,0.0,0.0,0.0,0.2127659574468085,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.34609929078014184
69,서울특별시 종로구 동숭동,종로구,동숭동,3.333333333333333,0.0,0.0,0.425531914893617,0.4,0.625,1.3043478260869565,0.0,0.0,0.0,6.088213074313907
70,서울특별시 종로구 혜화동,종로구,혜화동,0.0,1.25,3.333333333333333,0.2127659574468085,0.0,0.25,0.0,0.0,0.0,0.0,5.046099290780141
71,서울특별시 종로구 명륜1가,종로구,명륜1가,0.0,0.0,0.0,0.425531914893617,0.26666666666666666,0.25,0.0,0.0,0.0,0.0,0.9421985815602836
72,서울특별시 종로구 명륜2가,종로구,명륜2가,3.333333333333333,0.0,0.0,0.425531914893617,0.26666666666666666,0.125,0.0,0.0,0.0,5.0,9.150531914893616
73,서울특별시 종로구 명륜4가,종로구,명륜4가,0.0,0.0,0.0,0.2127659574468085,0.4,0.125,0.43478260869565216,0.0,0.0,0.0,1.1725485661424608
74,서울특별시 종로구 명륜3가,종로구,명륜3가,0.0,0.0,0.0,0.425531914893617,0.5333333333333333,0.125,0.43478260869565216,0.0,0.0,0.0,1.5186478569226025
75,서울특별시 종로구 창신동,종로구,창신동,3.333333333333333,2.5,0.0,0.851063829787234,0.8,0.375,0.0,0.0,0.0,0.0,7.859397163120567
76,서울특별시 종로구 숭인동,종로구,숭인동,0.0,0.0,0.0,1.4893617021276595,0.6666666666666666,1.5,0.43478260869565216,0.0,0.0,0.0,4.090810977489978
77,서울특별시 종로구 교남동,종로구,교남동,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.43478260869565216,0.0,0.0,0.0,0.5681159420289855
78,서울특별시 종로구 평동,종로구,평동,0.0,0.0,0.0,0.425531914893617,0.4,0.0,0.0,0.0,0.0,0.0,0.8255319148936171
79,서울특별시 종로구 송월동,종로구,송월동,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.13333333333333333
80,서울특별시 종로구 홍파동,종로구,홍파동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,서울특별시 종로구 교북동,종로구,교북동,0.0,0.0,0.0,0.2127659574468085,0.0,0.125,0.0,0.0,0.0,0.0,0.3377659574468085
82,서울특별시 종로구 행촌동,종로구,행촌동,0.0,0.0,0.0,0.2127659574468085,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.4794326241134752
83,서울특별시 종로구 구기동,종로구,구기동,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.26666666666666666
84,서울특별시 종로구 평창동,종로구,평창동,0.0,0.0,0.0,0.2127659574468085,0.5333333333333333,0.25,0.43478260869565216,0.0,0.0,0.0,1.4308818994757941
85,서울특별시 종로구 부암동,종로구,부암동,0.0,0.0,0.0,0.425531914893617,0.26666666666666666,0.125,0.0,0.0,0.0,0.0,0.8171985815602837
86,서울특별시 종로구 홍지동,종로구,홍지동,0.0,0.0,0.0,0.2127659574468085,0.13333333333333333,0.25,0.0,0.0,0.0,0.0,0.5960992907801418
87,서울특별시 종로구 신영동,종로구,신영동,0.0,0.0,0.0,0.2127659574468085,0.13333333333333333,0.125,0.0,0.0,0.0,0.0,0.4710992907801418
88,서울특별시 종로구 무악동,종로구,무악동,0.0,0.0,0.0,0.2127659574468085,0.0,0.125,0.0,0.0,0.0,0.0,0.3377659574468085
89,서울특별시 중구,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,서울특별시 중구 무교동,중구,무교동,0.0,0.0,3.333333333333333,0.851063829787234,0.0,0.0,0.43478260869565216,0.0,0.0,0.0,4.61917977181622
91,서울특별시 중구 다동,중구,다동,0.0,0.0,0.0,0.425531914893617,0.13333333333333333,0.375,0.43478260869565216,0.0,0.0,0.0,1.3686478569226024
92,서울특별시 중구 태평로1가,중구,태평로1가,0.0,0.0,0.0,0.0,0.26666666666666666,0.25,0.43478260869565216,0.0,0.0,0.0,0.9514492753623187
93,서울특별시 중구 을지로1가,중구,을지로1가,3.333333333333333,0.0,0.0,0.0,0.13333333333333333,0.0,0.8695652173913043,0.0,0.0,0.0,4.3362318840579706
94,서울특별시 중구 을지로2가,중구,을지로2가,0.0,0.0,0.0,0.851063829787234,0.26666666666666666,0.25,2.1739130434782608,0.0,0.0,0.0,3.5416435399321613
95,서울특별시 중구 남대문로1가,중구,남대문로1가,0.0,0.0,0.0,0.2127659574468085,0.0,0.0,0.43478260869565216,0.0,0.0,0.0,0.6475485661424607
96,서울특별시 중구 삼각동,중구,삼각동,0.0,0.0,0.0,0.0,0.0,0.0,0.43478260869565216,0.0,0.0,0.0,0.43478260869565216
97,서울특별시 중구 수하동,중구,수하동,0.0,0.0,0.0,0.425531914893617,0.13333333333333333,0.125,0.0,0.0,0.0,0.0,0.6838652482269503
98,서울특별시 중구 장교동,중구,장교동,0.0,0.0,0.0,0.425531914893617,0.0,0.125,0.0,0.0,0.0,0.0,0.550531914893617
99,서울특별시 중구 수표동,중구,수표동,0.0,0.0,0.0,0.425531914893617,0.0,0.125,0.0,0.0,0.0,0.0,0.550531914893617
100,서울특별시 중구 소공동,중구,소공동,0.0,1.25,0.0,0.2127659574468085,0.0,0.125,1.3043478260869565,5.0,0.0,0.0,7.892113783533766
101,서울특별시 중구 남창동,중구,남창동,0.0,0.0,0.0,0.425531914893617,0.13333333333333333,0.25,0.0,0.0,0.0,0.0,0.8088652482269503
102,서울특별시 중구 북창동,중구,북창동,0.0,0.0,0.0,0.425531914893617,0.0,0.125,0.0,0.0,0.0,0.0,0.550531914893617
103,서울특별시 중구 태평로2가,중구,태평로2가,0.0,0.0,3.333333333333333,0.2127659574468085,0.4,0.375,0.43478260869565216,0.0,0.0,0.0,4.755881899475794
104,서울특별시 중구 남대문로2가,중구,남대문로2가,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,서울특별시 중구 남대문로3가,중구,남대문로3가,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.13333333333333333
106,서울특별시 중구 남대문로4가,중구,남대문로4가,0.0,0.0,0.0,0.2127659574468085,0.13333333333333333,0.25,0.8695652173913043,0.0,0.0,0.0,1.4656645081714461
107,서울특별시 중구 남대문로5가,중구,남대문로5가,0.0,0.0,3.333333333333333,0.851063829787234,0.26666666666666666,0.625,1.3043478260869565,0.0,0.0,0.0,6.380411655874191
108,서울특별시 중구 봉래동1가,중구,봉래동1가,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.13333333333333333
109,서울특별시 중구 봉래동2가,중구,봉래동2가,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,서울특별시 중구 회현동1가,중구,회현동1가,0.0,0.0,3.333333333333333,0.851063829787234,0.4,0.25,0.43478260869565216,0.0,0.0,0.0,5.269179771816219
111,서울특별시 중구 회현동2가,중구,회현동2가,0.0,0.0,0.0,0.2127659574468085,0.0,0.125,0.43478260869565216,0.0,0.0,0.0,0.7725485661424606
112,서울특별시 중구 회현동3가,중구,회현동3가,3.333333333333333,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,3.4666666666666663
113,서울특별시 중구 충무로1가,중구,충무로1가,0.0,0.0,0.0,0.425531914893617,0.13333333333333333,0.125,1.7391304347826086,0.0,0.0,0.0,2.422995683009559
114,서울특별시 중구 충무로2가,중구,충무로2가,0.0,0.0,0.0,0.6382978723404255,0.13333333333333333,0.25,0.43478260869565216,0.0,0.0,5.0,6.4564138143694105
115,서울특별시 중구 명동1가,중구,명동1가,3.333333333333333,0.0,0.0,0.425531914893617,0.13333333333333333,0.0,0.8695652173913043,0.0,0.0,0.0,4.761763798951588
116,서울특별시 중구 명동2가,중구,명동2가,0.0,0.0,0.0,0.851063829787234,0.0,0.0,0.8695652173913043,0.0,0.0,5.0,6.720629047178538
117,서울특별시 중구 남산동1가,중구,남산동1가,0.0,0.0,0.0,0.2127659574468085,0.0,0.25,0.0,0.0,0.0,0.0,0.4627659574468085
118,서울특별시 중구 남산동2가,중구,남산동2가,0.0,0.0,0.0,0.2127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.2127659574468085
119,서울특별시 중구 남산동3가,중구,남산동3가,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,서울특별시 중구 저동1가,중구,저동1가,0.0,0.0,0.0,0.0,0.13333333333333333,0.25,0.0,0.0,0.0,0.0,0.3833333333333333
121,서울특별시 중구 충무로4가,중구,충무로4가,0.0,0.0,3.333333333333333,0.425531914893617,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,3.8921985815602835
122,서울특별시 중구 충무로5가,중구,충무로5가,0.0,0.0,0.0,0.425531914893617,0.26666666666666666,0.125,0.43478260869565216,0.0,0.0,0.0,1.251981190255936
123,서울특별시 중구 인현동2가,중구,인현동2가,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,서울특별시 중구 예관동,중구,예관동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,서울특별시 중구 묵정동,중구,묵정동,0.0,0.0,0.0,0.0,0.26666666666666666,0.125,0.0,0.0,0.0,0.0,0.39166666666666666
126,서울특별시 중구 필동1가,중구,필동1가,0.0,0.0,0.0,0.2127659574468085,0.0,0.375,0.0,0.0,0.0,0.0,0.5877659574468085
127,서울특별시 중구 필동2가,중구,필동2가,0.0,0.0,0.0,0.2127659574468085,0.26666666666666666,0.25,0.8695652173913043,0.0,0.0,0.0,1.5989978415047794
128,서울특별시 중구 필동3가,중구,필동3가,0.0,0.0,3.333333333333333,0.425531914893617,0.4,0.125,0.0,0.0,0.0,0.0,4.283865248226951
129,서울특별시 중구 남학동,중구,남학동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,서울특별시 중구 주자동,중구,주자동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,서울특별시 중구 예장동,중구,예장동,0.0,0.0,0.0,0.425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.425531914893617
132,서울특별시 중구 장충동1가,중구,장충동1가,0.0,0.0,0.0,0.0,0.13333333333333333,0.25,0.43478260869565216,0.0,0.0,0.0,0.8181159420289854
133,서울특별시 중구 장충동2가,중구,장충동2가,0.0,0.0,0.0,0.425531914893617,0.5333333333333333,0.5,0.0,0.0,0.0,0.0,1.4588652482269502
134,서울특별시 중구 광희동1가,중구,광희동1가,0.0,0.0,0.0,0.0,0.13333333333333333,0.125,0.43478260869565216,0.0,0.0,0.0,0.6931159420289854
135,서울특별시 중구 광희동2가,중구,광희동2가,0.0,0.0,0.0,0.425531914893617,0.13333333333333333,0.125,0.0,0.0,0.0,0.0,0.6838652482269503
136,서울특별시 중구 쌍림동,중구,쌍림동,0.0,0.0,0.0,0.425531914893617,0.13333333333333333,0.125,0.0,0.0,0.0,0.0,0.6838652482269503
137,서울특별시 중구 을지로6가,중구,을지로6가,0.0,1.25,0.0,1.0638297872340425,0.6666666666666666,0.25,0.8695652173913043,0.0,10.0,5.0,19.100061671292014
138,서울특별시 중구 을지로7가,중구,을지로7가,0.0,0.0,0.0,0.0,0.13333333333333333,0.25,0.0,0.0,0.0,0.0,0.3833333333333333
139,서울특별시 중구 을지로4가,중구,을지로4가,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25
140,서울특별시 중구 을지로5가,중구,을지로5가,0.0,0.0,0.0,0.0,0.26666666666666666,0.25,0.0,0.0,0.0,0.0,0.5166666666666666
141,서울특별시 중구 주교동,중구,주교동,0.0,0.0,0.0,0.2127659574468085,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.34609929078014184
142,서울특별시 중구 방산동,중구,방산동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,서울특별시 중구 오장동,중구,오장동,0.0,0.0,0.0,0.425531914893617,0.13333333333333333,0.125,0.0,0.0,0.0,0.0,0.6838652482269503
144,서울특별시 중구 을지로3가,중구,을지로3가,0.0,0.0,0.0,0.6382978723404255,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.9049645390070922
145,서울특별시 중구 입정동,중구,입정동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,서울특별시 중구 산림동,중구,산림동,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.13333333333333333
147,서울특별시 중구 충무로3가,중구,충무로3가,0.0,0.0,0.0,0.2127659574468085,0.4,0.25,0.0,0.0,0.0,0.0,0.8627659574468085
148,서울특별시 중구 초동,중구,초동,0.0,0.0,0.0,0.425531914893617,0.13333333333333333,0.25,0.0,0.0,0.0,0.0,0.8088652482269503
149,서울특별시 중구 인현동1가,중구,인현동1가,0.0,0.0,0.0,0.2127659574468085,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.34609929078014184
150,서울특별시 중구 저동2가,중구,저동2가,0.0,0.0,0.0,0.2127659574468085,0.4,0.125,0.43478260869565216,0.0,0.0,0.0,1.1725485661424608
151,서울특별시 중구 신당동,중구,신당동,0.0,2.5,3.333333333333333,3.617021276595745,2.5333333333333337,2.5,0.43478260869565216,0.0,0.0,0.0,14.918470551958064
152,서울특별시 중구 흥인동,중구,흥인동,0.0,0.0,3.333333333333333,0.2127659574468085,0.13333333333333333,0.375,0.8695652173913043,0.0,0.0,0.0,4.923997841504779
153,서울특별시 중구 무학동,중구,무학동,0.0,0.0,0.0,0.2127659574468085,0.13333333333333333,0.125,0.0,0.0,0.0,0.0,0.4710992907801418
154,서울특별시 중구 황학동,중구,황학동,0.0,0.0,6.666666666666666,0.6382978723404255,0.4,0.5,0.43478260869565216,5.0,0.0,0.0,13.639747147702744
155,서울특별시 중구 서소문동,중구,서소문동,0.0,0.0,0.0,0.425531914893617,0.26666666666666666,0.25,1.7391304347826086,0.0,0.0,0.0,2.6813290163428922
156,서울특별시 중구 정동,중구,정동,0.0,0.0,0.0,0.425531914893617,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.5588652482269504
157,서울특별시 중구 순화동,중구,순화동,0.0,0.0,3.333333333333333,0.2127659574468085,0.6666666666666666,0.625,0.8695652173913043,0.0,0.0,0.0,5.707331174838112
158,서울특별시 중구 의주로1가,중구,의주로1가,0.0,0.0,0.0,0.2127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.2127659574468085
159,서울특별시 중구 충정로1가,중구,충정로1가,0.0,0.0,0.0,0.0,0.0,0.0,0.43478260869565216,0.0,0.0,0.0,0.43478260869565216
160,서울특별시 중구 중림동,중구,중림동,0.0,0.0,0.0,0.425531914893617,0.4,0.375,0.0,0.0,0.0,0.0,1.200531914893617
161,서울특별시 중구 의주로2가,중구,의주로2가,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,서울특별시 중구 만리동1가,중구,만리동1가,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.125
163,서울특별시 중구 만리동2가,중구,만리동2가,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.26666666666666666
164,서울특별시 용산구,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,서울특별시 용산구 후암동,용산구,후암동,0.0,1.25,0.0,0.6382978723404255,0.6666666666666666,0.625,0.0,0.0,0.0,0.0,3.179964539007092
166,서울특별시 용산구 용산동2가,용산구,용산동2가,0.0,0.0,0.0,0.425531914893617,0.5333333333333333,0.625,0.43478260869565216,0.0,0.0,0.0,2.0186478569226023
167,서울특별시 용산구 용산동4가,용산구,용산동4가,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,서울특별시 용산구 갈월동,용산구,갈월동,0.0,1.25,0.0,0.425531914893617,0.26666666666666666,0.625,0.8695652173913043,0.0,0.0,0.0,3.4367637989515876
169,서울특별시 용산구 남영동,용산구,남영동,0.0,0.0,0.0,0.0,0.26666666666666666,0.125,0.0,0.0,0.0,0.0,0.39166666666666666
170,서울특별시 용산구 용산동1가,용산구,용산동1가,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.13333333333333333
171,서울특별시 용산구 동자동,용산구,동자동,3.333333333333333,2.5,3.333333333333333,0.2127659574468085,0.26666666666666666,0.625,0.43478260869565216,0.0,0.0,0.0,10.705881899475793
172,서울특별시 용산구 서계동,용산구,서계동,0.0,1.25,0.0,0.6382978723404255,0.13333333333333333,0.25,0.0,0.0,0.0,0.0,2.2716312056737586
