,address,gu,dong,mac_score,lot_score,burgerking_score,kfc_score,ministop_score,seveneleven_score,cu_score,gs25_score,starbucks_score,lottecinema_score,megabox_score,cgv_score,total_score,high_oil,oil,oil2,total,catch,percent
16,서울특별시 종로구 사직동,종로구,사직동,0.0,0.0,0.0,0.0,0.0,0.2127659574468085,0.0,0.125,0.43478260869565216,0.0,0.0,0.0,0.7725485661424607,2385.0,2178.0,1996.0,3690,3913,106.0
17,서울특별시 종로구 도렴동,종로구,도렴동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,3690,3913,106.0
18,서울특별시 종로구 당주동,종로구,당주동,0.0,0.0,0.0,0.0,0.6666666666666666,0.425531914893617,0.0,0.0,0.43478260869565216,0.0,0.0,0.0,1.5269811902559358,0.0,0.0,0.0,3690,3913,106.0
19,서울특별시 종로구 내수동,종로구,내수동,0.0,0.0,0.0,0.0,0.6666666666666666,0.2127659574468085,0.0,0.25,0.0,0.0,0.0,0.0,1.1294326241134751,0.0,0.0,0.0,3690,3913,106.0
20,서울특별시 종로구 세종로,종로구,세종로,0.0,0.0,0.0,2.5,0.0,0.2127659574468085,0.0,0.0,0.43478260869565216,0.0,0.0,0.0,3.147548566142461,0.0,0.0,0.0,3690,3913,106.0
21,서울특별시 종로구 신문로1가,종로구,신문로1가,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.125,0.43478260869565216,0.0,0.0,0.0,0.8264492753623188,0.0,0.0,0.0,3690,3913,106.0
22,서울특별시 종로구 신문로2가,종로구,신문로2가,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.125,0.0,0.0,0.0,0.0,0.2583333333333333,0.0,0.0,0.0,3690,3913,106.0
23,서울특별시 종로구 청진동,종로구,청진동,0.0,0.0,0.0,0.0,0.0,0.425531914893617,0.26666666666666666,0.625,0.8695652173913043,0.0,0.0,0.0,2.186763798951588,0.0,0.0,0.0,3690,3913,106.0
24,서울특별시 종로구 서린동,종로구,서린동,0.0,0.0,0.0,2.5,0.0,0.0,0.13333333333333333,0.125,0.8695652173913043,0.0,0.0,0.0,3.6278985507246375,0.0,0.0,0.0,3690,3913,106.0
25,서울특별시 종로구 수송동,종로구,수송동,0.0,0.0,3.333333333333333,0.0,0.0,0.6382978723404255,0.26666666666666666,0.375,1.3043478260869565,0.0,0.0,0.0,5.917645698427382,0.0,0.0,0.0,3690,3913,106.0
26,서울특별시 종로구 중학동,종로구,중학동,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.125,0.43478260869565216,0.0,0.0,0.0,0.6931159420289854,2388.0,2176.0,1997.0,3690,3913,106.0
27,서울특별시 종로구 종로1가,종로구,종로1가,0.0,0.0,0.0,0.0,0.0,0.2127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.2127659574468085,0.0,0.0,0.0,3690,3913,106.0
28,서울특별시 종로구 공평동,종로구,공평동,0.0,0.0,0.0,0.0,0.0,0.2127659574468085,0.13333333333333333,0.125,0.0,0.0,0.0,0.0,0.4710992907801418,0.0,0.0,0.0,3690,3913,106.0
29,서울특별시 종로구 관훈동,종로구,관훈동,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.5,0.0,0.0,0.0,0.0,0.6333333333333333,0.0,0.0,0.0,3690,3913,106.0
30,서울특별시 종로구 견지동,종로구,견지동,0.0,0.0,0.0,0.0,0.6666666666666666,0.2127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.8794326241134751,0.0,0.0,0.0,3690,3913,106.0
31,서울특별시 종로구 와룡동,종로구,와룡동,0.0,0.0,0.0,0.0,0.0,0.2127659574468085,0.13333333333333333,0.125,0.0,0.0,0.0,0.0,0.4710992907801418,0.0,0.0,0.0,3690,3913,106.0
32,서울특별시 종로구 권농동,종로구,권농동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3690,3913,106.0
33,서울특별시 종로구 운니동,종로구,운니동,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.125,0.0,0.0,0.0,0.0,0.2583333333333333,0.0,0.0,0.0,3690,3913,106.0
34,서울특별시 종로구 익선동,종로구,익선동,0.0,0.0,0.0,0.0,0.0,0.2127659574468085,0.13333333333333333,0.125,0.0,0.0,0.0,0.0,0.4710992907801418,0.0,0.0,0.0,3690,3913,106.0
35,서울특별시 종로구 경운동,종로구,경운동,0.0,0.0,0.0,0.0,0.0,0.2127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.2127659574468085,0.0,1999.0,1899.0,3690,3913,106.0
36,서울특별시 종로구 관철동,종로구,관철동,0.0,0.0,0.0,0.0,1.3333333333333333,0.851063829787234,0.26666666666666666,0.25,0.8695652173913043,0.0,0.0,0.0,3.5706290471785382,0.0,0.0,0.0,3690,3913,106.0
37,서울특별시 종로구 인사동,종로구,인사동,0.0,0.0,0.0,0.0,0.0,0.2127659574468085,0.13333333333333333,0.0,0.43478260869565216,0.0,0.0,0.0,0.780881899475794,0.0,0.0,0.0,3690,3913,106.0
38,서울특별시 종로구 낙원동,종로구,낙원동,0.0,0.0,0.0,0.0,0.6666666666666666,0.425531914893617,0.4,0.125,0.0,0.0,0.0,0.0,1.6171985815602836,0.0,0.0,0.0,3690,3913,106.0
39,서울특별시 종로구 종로2가,종로구,종로2가,0.0,1.25,3.333333333333333,2.5,0.0,0.2127659574468085,0.13333333333333333,0.125,0.8695652173913043,0.0,0.0,0.0,8.423997841504779,0.0,0.0,0.0,3690,3913,106.0
40,서울특별시 종로구 팔판동,종로구,팔판동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3690,3913,106.0
41,서울특별시 종로구 삼청동,종로구,삼청동,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.125,0.43478260869565216,0.0,0.0,0.0,0.6931159420289854,0.0,0.0,0.0,3690,3913,106.0
42,서울특별시 종로구 안국동,종로구,안국동,3.333333333333333,0.0,0.0,0.0,0.0,0.2127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,3.5460992907801416,0.0,0.0,0.0,3690,3913,106.0
43,서울특별시 종로구 소격동,종로구,소격동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,3690,3913,106.0
44,서울특별시 종로구 화동,종로구,화동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3690,3913,106.0
45,서울특별시 종로구 사간동,종로구,사간동,0.0,0.0,0.0,0.0,0.0,0.2127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.2127659574468085,0.0,0.0,0.0,3690,3913,106.0
46,서울특별시 종로구 송현동,종로구,송현동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3690,3913,106.0
47,서울특별시 종로구 가회동,종로구,가회동,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.125,0.0,0.0,0.0,0.0,0.2583333333333333,0.0,0.0,0.0,3690,3913,106.0
48,서울특별시 종로구 재동,종로구,재동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.43478260869565216,0.0,0.0,0.0,0.5597826086956521,0.0,0.0,0.0,3690,3913,106.0
49,서울특별시 종로구 계동,종로구,계동,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.13333333333333333,0.125,0.43478260869565216,0.0,0.0,0.0,1.3597826086956522,0.0,0.0,0.0,3690,3913,106.0
50,서울특별시 종로구 원서동,종로구,원서동,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,3690,3913,106.0
51,서울특별시 종로구 훈정동,종로구,훈정동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3690,3913,106.0
52,서울특별시 종로구 묘동,종로구,묘동,0.0,0.0,0.0,0.0,0.0,0.2127659574468085,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.4794326241134752,0.0,0.0,0.0,3690,3913,106.0
53,서울특별시 종로구 봉익동,종로구,봉익동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3690,3913,106.0
54,서울특별시 종로구 돈의동,종로구,돈의동,0.0,0.0,0.0,0.0,0.0,0.425531914893617,0.0,0.0,0.0,0.0,0.0,5.0,5.425531914893617,0.0,0.0,0.0,3690,3913,106.0
55,서울특별시 종로구 장사동,종로구,장사동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,3690,3913,106.0
56,서울특별시 종로구 관수동,종로구,관수동,0.0,0.0,0.0,0.0,0.0,0.425531914893617,0.13333333333333333,0.25,0.8695652173913043,0.0,0.0,0.0,1.6784304656182547,0.0,0.0,0.0,3690,3913,106.0
57,서울특별시 종로구 종로3가,종로구,종로3가,3.333333333333333,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.43478260869565216,0.0,0.0,0.0,4.034782608695652,0.0,0.0,0.0,3690,3913,106.0
58,서울특별시 종로구 인의동,종로구,인의동,0.0,0.0,0.0,0.0,0.0,0.425531914893617,0.0,0.125,0.43478260869565216,0.0,0.0,0.0,0.9853145235892691,0.0,0.0,0.0,3690,3913,106.0
59,서울특별시 종로구 예지동,종로구,예지동,0.0,0.0,0.0,0.0,0.0,0.2127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.2127659574468085,0.0,0.0,0.0,3690,3913,106.0
60,서울특별시 종로구 원남동,종로구,원남동,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,3690,3913,106.0
61,서울특별시 종로구 연지동,종로구,연지동,0.0,0.0,0.0,0.0,0.0,0.425531914893617,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.5588652482269504,0.0,0.0,0.0,3690,3913,106.0
62,서울특별시 종로구 종로4가,종로구,종로4가,0.0,0.0,0.0,0.0,0.0,0.2127659574468085,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.34609929078014184,0.0,0.0,0.0,3690,3913,106.0
63,서울특별시 종로구 효제동,종로구,효제동,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.25,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,3690,3913,106.0
64,서울특별시 종로구 종로5가,종로구,종로5가,0.0,0.0,0.0,0.0,0.0,0.2127659574468085,0.13333333333333333,0.25,0.0,0.0,0.0,0.0,0.5960992907801418,0.0,0.0,0.0,3690,3913,106.0
65,서울특별시 종로구 종로6가,종로구,종로6가,0.0,0.0,0.0,0.0,1.3333333333333333,0.2127659574468085,0.26666666666666666,0.125,0.0,0.0,0.0,0.0,1.9377659574468085,0.0,0.0,0.0,3690,3913,106.0
66,서울특별시 종로구 이화동,종로구,이화동,0.0,0.0,0.0,0.0,0.0,0.2127659574468085,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.34609929078014184,0.0,0.0,0.0,3690,3913,106.0
67,서울특별시 종로구 연건동,종로구,연건동,0.0,0.0,0.0,0.0,0.0,0.2127659574468085,0.4,0.25,0.43478260869565216,0.0,0.0,0.0,1.2975485661424606,0.0,0.0,0.0,3690,3913,106.0
68,서울특별시 종로구 충신동,종로구,충신동,0.0,0.0,0.0,0.0,0.6666666666666666,0.2127659574468085,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,1.0127659574468084,0.0,0.0,0.0,3690,3913,106.0
69,서울특별시 종로구 동숭동,종로구,동숭동,3.333333333333333,0.0,0.0,2.5,0.0,0.425531914893617,0.4,0.625,1.3043478260869565,0.0,0.0,0.0,8.588213074313906,0.0,0.0,0.0,3690,3913,106.0
70,서울특별시 종로구 혜화동,종로구,혜화동,0.0,1.25,3.333333333333333,0.0,0.0,0.2127659574468085,0.0,0.25,0.0,0.0,0.0,0.0,5.046099290780141,2398.0,2178.0,1998.0,3690,3913,106.0
71,서울특별시 종로구 명륜1가,종로구,명륜1가,0.0,0.0,0.0,0.0,0.0,0.425531914893617,0.26666666666666666,0.25,0.0,0.0,0.0,0.0,0.9421985815602836,0.0,0.0,0.0,3690,3913,106.0
72,서울특별시 종로구 명륜2가,종로구,명륜2가,3.333333333333333,0.0,0.0,0.0,0.0,0.425531914893617,0.26666666666666666,0.125,0.0,0.0,0.0,5.0,9.150531914893616,0.0,0.0,0.0,3690,3913,106.0
73,서울특별시 종로구 명륜4가,종로구,명륜4가,0.0,0.0,0.0,0.0,0.0,0.2127659574468085,0.4,0.125,0.43478260869565216,0.0,0.0,0.0,1.1725485661424606,0.0,0.0,0.0,3690,3913,106.0
74,서울특별시 종로구 명륜3가,종로구,명륜3가,0.0,0.0,0.0,0.0,0.0,0.425531914893617,0.5333333333333333,0.125,0.43478260869565216,0.0,0.0,0.0,1.5186478569226025,0.0,0.0,0.0,3690,3913,106.0
75,서울특별시 종로구 창신동,종로구,창신동,3.333333333333333,2.5,0.0,2.5,0.6666666666666666,0.851063829787234,0.8,0.375,0.0,0.0,0.0,0.0,11.026063829787233,0.0,0.0,0.0,3690,3913,106.0
76,서울특별시 종로구 숭인동,종로구,숭인동,0.0,0.0,0.0,0.0,0.0,1.4893617021276595,0.6666666666666666,1.5,0.43478260869565216,0.0,0.0,0.0,4.090810977489978,0.0,0.0,0.0,3690,3913,106.0
77,서울특별시 종로구 교남동,종로구,교남동,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.43478260869565216,0.0,0.0,0.0,0.5681159420289855,0.0,0.0,0.0,3690,3913,106.0
78,서울특별시 종로구 평동,종로구,평동,0.0,0.0,0.0,0.0,0.0,0.425531914893617,0.4,0.0,0.0,0.0,0.0,0.0,0.8255319148936171,0.0,0.0,0.0,3690,3913,106.0
79,서울특별시 종로구 송월동,종로구,송월동,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,3690,3913,106.0
80,서울특별시 종로구 홍파동,종로구,홍파동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3690,3913,106.0
81,서울특별시 종로구 교북동,종로구,교북동,0.0,0.0,0.0,0.0,0.0,0.2127659574468085,0.0,0.125,0.0,0.0,0.0,0.0,0.3377659574468085,0.0,0.0,0.0,3690,3913,106.0
82,서울특별시 종로구 행촌동,종로구,행촌동,0.0,0.0,0.0,0.0,0.0,0.2127659574468085,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.4794326241134752,0.0,0.0,0.0,3690,3913,106.0
83,서울특별시 종로구 구기동,종로구,구기동,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,3690,3913,106.0
84,서울특별시 종로구 평창동,종로구,평창동,0.0,0.0,0.0,0.0,0.0,0.2127659574468085,0.5333333333333333,0.25,0.43478260869565216,0.0,0.0,0.0,1.430881899475794,2143.0,1781.666666666667,1631.666666666667,3690,3913,106.0
85,서울특별시 종로구 부암동,종로구,부암동,0.0,0.0,0.0,0.0,0.0,0.425531914893617,0.26666666666666666,0.125,0.0,0.0,0.0,0.0,0.8171985815602837,1900.0,1664.57,1494.57,3690,3913,106.0
86,서울특별시 종로구 홍지동,종로구,홍지동,0.0,0.0,0.0,0.0,0.0,0.2127659574468085,0.13333333333333333,0.25,0.0,0.0,0.0,0.0,0.5960992907801418,1900.0,1574.0,1434.0,3690,3913,106.0
87,서울특별시 종로구 신영동,종로구,신영동,0.0,0.0,0.0,0.0,0.0,0.2127659574468085,0.13333333333333333,0.125,0.0,0.0,0.0,0.0,0.4710992907801418,0.0,0.0,0.0,3690,3913,106.0
88,서울특별시 종로구 무악동,종로구,무악동,0.0,0.0,0.0,0.0,0.6666666666666666,0.2127659574468085,0.0,0.125,0.0,0.0,0.0,0.0,1.0044326241134751,0.0,0.0,0.0,3690,3913,106.0
89,서울특별시 중구,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
90,서울특별시 중구 무교동,중구,무교동,0.0,0.0,3.333333333333333,0.0,0.0,0.851063829787234,0.0,0.0,0.43478260869565216,0.0,0.0,0.0,4.61917977181622,0.0,0.0,0.0,4030,2679,66.5
91,서울특별시 중구 다동,중구,다동,0.0,0.0,0.0,0.0,0.0,0.425531914893617,0.13333333333333333,0.375,0.43478260869565216,0.0,0.0,0.0,1.3686478569226024,0.0,0.0,0.0,4030,2679,66.5
92,서울특별시 중구 태평로1가,중구,태평로1가,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.25,0.43478260869565216,0.0,0.0,0.0,0.9514492753623187,0.0,0.0,0.0,4030,2679,66.5
93,서울특별시 중구 을지로1가,중구,을지로1가,3.333333333333333,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.8695652173913043,0.0,0.0,0.0,4.3362318840579706,0.0,0.0,0.0,4030,2679,66.5
94,서울특별시 중구 을지로2가,중구,을지로2가,0.0,0.0,0.0,0.0,0.0,0.851063829787234,0.26666666666666666,0.25,2.1739130434782608,0.0,0.0,0.0,3.5416435399321613,0.0,0.0,0.0,4030,2679,66.5
95,서울특별시 중구 남대문로1가,중구,남대문로1가,0.0,0.0,0.0,0.0,0.0,0.2127659574468085,0.0,0.0,0.43478260869565216,0.0,0.0,0.0,0.6475485661424607,0.0,0.0,0.0,4030,2679,66.5
96,서울특별시 중구 삼각동,중구,삼각동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43478260869565216,0.0,0.0,0.0,0.43478260869565216,0.0,0.0,0.0,4030,2679,66.5
97,서울특별시 중구 수하동,중구,수하동,0.0,0.0,0.0,0.0,0.0,0.425531914893617,0.13333333333333333,0.125,0.0,0.0,0.0,0.0,0.6838652482269503,0.0,0.0,0.0,4030,2679,66.5
98,서울특별시 중구 장교동,중구,장교동,0.0,0.0,0.0,0.0,0.0,0.425531914893617,0.0,0.125,0.0,0.0,0.0,0.0,0.550531914893617,0.0,0.0,0.0,4030,2679,66.5
99,서울특별시 중구 수표동,중구,수표동,0.0,0.0,0.0,0.0,0.6666666666666666,0.425531914893617,0.0,0.125,0.0,0.0,0.0,0.0,1.2171985815602837,0.0,0.0,0.0,4030,2679,66.5
100,서울특별시 중구 소공동,중구,소공동,0.0,1.25,0.0,0.0,0.0,0.2127659574468085,0.0,0.125,1.3043478260869565,5.0,0.0,0.0,7.892113783533765,0.0,0.0,0.0,4030,2679,66.5
101,서울특별시 중구 남창동,중구,남창동,0.0,0.0,0.0,0.0,0.0,0.425531914893617,0.13333333333333333,0.25,0.0,0.0,0.0,0.0,0.8088652482269503,0.0,0.0,0.0,4030,2679,66.5
102,서울특별시 중구 북창동,중구,북창동,0.0,0.0,0.0,0.0,0.0,0.425531914893617,0.0,0.125,0.0,0.0,0.0,0.0,0.550531914893617,0.0,0.0,0.0,4030,2679,66.5
103,서울특별시 중구 태평로2가,중구,태평로2가,0.0,0.0,3.333333333333333,0.0,0.0,0.2127659574468085,0.4,0.375,0.43478260869565216,0.0,0.0,0.0,4.755881899475794,0.0,0.0,0.0,4030,2679,66.5
104,서울특별시 중구 남대문로2가,중구,남대문로2가,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4030,2679,66.5
105,서울특별시 중구 남대문로3가,중구,남대문로3가,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,4030,2679,66.5
106,서울특별시 중구 남대문로4가,중구,남대문로4가,0.0,0.0,0.0,0.0,0.0,0.2127659574468085,0.13333333333333333,0.25,0.8695652173913043,0.0,0.0,0.0,1.4656645081714461,0.0,0.0,0.0,4030,2679,66.5
107,서울특별시 중구 남대문로5가,중구,남대문로5가,0.0,0.0,3.333333333333333,0.0,0.0,0.851063829787234,0.26666666666666666,0.625,1.3043478260869565,0.0,0.0,0.0,6.380411655874191,2430.86,2278.0,2087.0,4030,2679,66.5
108,서울특별시 중구 봉래동1가,중구,봉래동1가,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,2654.0,2311.0,2165.57,4030,2679,66.5
109,서울특별시 중구 봉래동2가,중구,봉래동2가,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4030,2679,66.5
110,서울특별시 중구 회현동1가,중구,회현동1가,0.0,0.0,3.333333333333333,0.0,0.0,0.851063829787234,0.4,0.25,0.43478260869565216,0.0,0.0,0.0,5.269179771816219,0.0,0.0,0.0,4030,2679,66.5
111,서울특별시 중구 회현동2가,중구,회현동2가,0.0,0.0,0.0,0.0,0.0,0.2127659574468085,0.0,0.125,0.43478260869565216,0.0,0.0,0.0,0.7725485661424607,0.0,0.0,0.0,4030,2679,66.5
112,서울특별시 중구 회현동3가,중구,회현동3가,3.333333333333333,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,3.4666666666666663,0.0,0.0,0.0,4030,2679,66.5
113,서울특별시 중구 충무로1가,중구,충무로1가,0.0,0.0,0.0,0.0,0.0,0.425531914893617,0.13333333333333333,0.125,1.7391304347826086,0.0,0.0,0.0,2.422995683009559,0.0,0.0,0.0,4030,2679,66.5
114,서울특별시 중구 충무로2가,중구,충무로2가,0.0,0.0,0.0,0.0,0.6666666666666666,0.6382978723404255,0.13333333333333333,0.25,0.43478260869565216,0.0,0.0,5.0,7.1230804810360775,0.0,0.0,0.0,4030,2679,66.5
115,서울특별시 중구 명동1가,중구,명동1가,3.333333333333333,0.0,0.0,0.0,0.0,0.425531914893617,0.13333333333333333,0.0,0.8695652173913043,0.0,0.0,0.0,4.761763798951588,0.0,0.0,0.0,4030,2679,66.5
116,서울특별시 중구 명동2가,중구,명동2가,0.0,0.0,0.0,0.0,0.0,0.851063829787234,0.0,0.0,0.8695652173913043,0.0,0.0,5.0,6.720629047178538,0.0,0.0,0.0,4030,2679,66.5
117,서울특별시 중구 남산동1가,중구,남산동1가,0.0,0.0,0.0,0.0,0.0,0.2127659574468085,0.0,0.25,0.0,0.0,0.0,0.0,0.4627659574468085,0.0,0.0,0.0,4030,2679,66.5
118,서울특별시 중구 남산동2가,중구,남산동2가,0.0,0.0,0.0,0.0,0.6666666666666666,0.2127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.8794326241134751,0.0,0.0,0.0,4030,2679,66.5
119,서울특별시 중구 남산동3가,중구,남산동3가,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4030,2679,66.5
120,서울특별시 중구 저동1가,중구,저동1가,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.25,0.0,0.0,0.0,0.0,0.3833333333333333,0.0,0.0,0.0,4030,2679,66.5
121,서울특별시 중구 충무로4가,중구,충무로4가,0.0,0.0,3.333333333333333,0.0,0.0,0.425531914893617,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,3.8921985815602835,0.0,0.0,0.0,4030,2679,66.5
122,서울특별시 중구 충무로5가,중구,충무로5가,0.0,0.0,0.0,0.0,0.0,0.425531914893617,0.26666666666666666,0.125,0.43478260869565216,0.0,0.0,0.0,1.251981190255936,0.0,0.0,0.0,4030,2679,66.5
123,서울특별시 중구 인현동2가,중구,인현동2가,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4030,2679,66.5
