,title,address,roadAddress,mapx,mapy,category,description,telephone,link
12,<b>CU</b> 종로사랑점,서울특별시 종로구 창신동 20-5,서울특별시 종로구 동망산길 1,313199,553517,"생활,편의>편의점",,02-743-1236,http://cu.bgfretail.com/
13,<b>CU</b> 삼성병원점,서울특별시 종로구 평동 108-1,서울특별시 종로구 새문안로 29,309040,552296,"생활,편의>편의점",,02-732-4558,http://cu.bgfretail.com/
14,<b>CU</b> 내자중앙점,서울특별시 종로구 내자동 61-1,서울특별시 종로구 사직로 121,309409,553174,"생활,편의>편의점",,02-734-6136,http://cu.bgfretail.com/
15,<b>CU</b> 종로대로점,서울특별시 종로구 종로3가 108,서울특별시 종로구 종로 112,310979,552464,"생활,편의>편의점",,02-2275-2988,http://cu.bgfretail.com/
16,<b>CU</b> 연합미디어센터점,서울특별시 종로구 수송동 110,서울특별시 종로구 율곡로2길 25,310136,552956,"생활,편의>편의점",,,http://cu.bgfretail.com/
17,<b>CU</b> 삼성병원3호점,서울특별시 종로구 평동 108-1,서울특별시 종로구 새문안로 29,309020,552319,"생활,편의>편의점",,,http://cu.bgfretail.com/
18,<b>CU</b> 동대문종합시장점,서울특별시 종로구 종로6가 262-1 동대문종합시장,서울특별시 종로구 종로 266,312508,552520,"생활,편의>편의점",,02-2273-2881,
19,<b>CU</b> 동숭아트점,서울특별시 종로구 동숭동 28,서울특별시 종로구 동숭길 114,312211,553904,"생활,편의>편의점",,,http://cu.bgfretail.com/
20,<b>CU</b> 평창다솜점,서울특별시 종로구 평창동 345-6,서울특별시 종로구 평창길 8,308795,556410,"생활,편의>편의점",,02-396-3875,http://cu.bgfretail.com/
21,<b>CU</b> SK서린사옥점,서울특별시 종로구 서린동 99,서울특별시 종로구 종로 26 SK빌딩 지하1층,310122,552444,"생활,편의>편의점",,02-723-3094,http://cu.bgfretail.com/
22,<b>CU</b> 삼성병원2호점,서울특별시 종로구 평동 108-1,서울특별시 종로구 새문안로 29 강북삼성병원,309028,552321,"생활,편의>편의점",,02-738-6017,http://cu.bgfretail.com/
23,<b>CU</b> 종각쇼핑센터점,서울특별시 종로구 종로2가 10,서울특별시 종로구 종로 73,310601,552510,"생활,편의>편의점",,02-722-4862,http://cu.bgfretail.com/
24,<b>CU</b> 종로명륜2가점,서울특별시 종로구 명륜2가 8-30,서울특별시 종로구 창경궁로 255,311869,554041,"생활,편의>편의점",,02-766-7249,
25,<b>CU</b> 혜화한아름점,서울특별시 종로구 명륜1가 31-3,서울특별시 종로구 혜화로 47,311787,554634,"생활,편의>편의점",,02-766-6340,http://cu.bgfretail.com/
26,<b>CU</b> 종로피아노길점,서울특별시 종로구 관철동 11-14,서울특별시 종로구 청계천로 73,310610,552322,"생활,편의>편의점",,02-723-0206,http://cu.bgfretail.com/
27,<b>CU</b> 종로연지점,서울특별시 종로구 연지동 163-3,서울특별시 종로구 종로31길 54,311743,552805,"생활,편의>편의점",,,
28,<b>CU</b> 종로제일점,서울특별시 종로구 낙원동 141,서울특별시 종로구 수표로 120,310911,552666,"생활,편의>편의점",,,
29,<b>CU</b> 종로중앙점,서울특별시 종로구 관철동 14-10,서울특별시 종로구 종로12길 7 웨스틴조선호텔,310611,552428,"생활,편의>편의점",,02-737-5090,http://cu.bgfretail.com/
30,<b>CU</b> 마로니에공원점,서울특별시 종로구 동숭동 1-144,서울특별시 종로구 대학로12길 73,312221,553648,"생활,편의>편의점",,02-741-7779,http://cu.bgfretail.com/
31,<b>CU</b> 원남사거리점,서울특별시 종로구 원남동 28-7,서울특별시 종로구 율곡로 174 창경빌딩,311685,553077,"생활,편의>편의점",,02-741-3955,http://cu.bgfretail.com/
32,<b>CU</b> 상명구기점,서울특별시 종로구 구기동 56-21,서울특별시 종로구 진흥로22길 17,308213,556520,"생활,편의>편의점",,02-395-7437,http://cu.bgfretail.com/
33,<b>CU</b> 종로부암점,"서울특별시 종로구 부암동 129-8 울트라오피스텔 102-1, 2호",서울특별시 종로구 자하문로 266,308616,555575,"생활,편의>편의점",,02-396-0077,http://cu.bgfretail.com/
34,<b>CU</b> 종로신교점,서울특별시 종로구 신교동 36,서울특별시 종로구 필운대로 112-4 수만빌리지,309199,554008,"생활,편의>편의점",,02-735-9777,http://cu.bgfretail.com/
35,<b>CU</b> 종로연강홀점,서울특별시 종로구 효제동 320 1층,서울특별시 종로구 대학로1길 6,311999,552608,"생활,편의>편의점",,02-765-0183,http://cu.bgfretail.com/
36,<b>CU</b> 종로창덕궁점,서울특별시 종로구 운니동 16 민경빌딩1층,서울특별시 종로구 율곡로6길 15,310931,553189,"생활,편의>편의점",,02-741-5056,http://cu.bgfretail.com/
37,<b>CU</b> 종로삼청점,서울특별시 종로구 삼청동 22,서울특별시 종로구 삼청로 132,310274,554363,"생활,편의>편의점",,02-736-8777,http://cu.bgfretail.com/
38,<b>CU</b> 종로교남점,서울특별시 종로구 교남동 10,서울특별시 종로구 통일로 146 롯데리아,308814,552187,"생활,편의>편의점",,02-739-5580,http://cu.bgfretail.com/
39,<b>CU</b> 대학로광장점,서울특별시 종로구 명륜4가 93,서울특별시 종로구 대학로 121,312025,553784,"생활,편의>편의점",,02-744-6103,
40,<b>CU</b> 종로3가점,서울특별시 종로구 낙원동 110,서울특별시 종로구 돈화문로11길 38 경한빌딩,310933,552751,"생활,편의>편의점",,02-763-7470,http://cu.bgfretail.com/
41,<b>CU</b> 종각역점,서울특별시 종로구 인사동 255-5,서울특별시 종로구 종로9길 18,310485,552573,"생활,편의>편의점",,02-739-2382,
42,<b>CU</b> 종로창신길점,서울특별시 종로구 창신동 625-10,서울특별시 종로구 낙산성곽동길 62 지하1층 1호(창신동),312673,553325,"생활,편의>편의점",,02-906-1394,
43,<b>CU</b> 종로광장시장점,서울특별시 종로구 종로5가 398-17,서울특별시 종로구 청계천로 215-1,312001,552432,"생활,편의>편의점",,,
44,<b>CU</b> 상명대점,서울특별시 종로구 홍지동 7-1,서울특별시 종로구 홍지문2길 20,307939,556127,"생활,편의>편의점",,,
45,<b>CU</b> 종로관훈점,서울특별시 종로구 관훈동 198-17,서울특별시 종로구 인사동7길 37 일정빌딩,310510,552756,"생활,편의>편의점",,02-733-1207,http://cu.bgfretail.com/
46,<b>CU</b> 종로창신점,서울특별시 종로구 창신동 315-1,서울특별시 종로구 종로 334,313166,552720,"생활,편의>편의점",,02-763-8508,http://cu.bgfretail.com/
47,<b>CU</b> 종로가회점,서울특별시 종로구 가회동 28,서울특별시 종로구 북촌로 52,310568,553738,"생활,편의>편의점",,,http://cu.bgfretail.com/
48,<b>CU</b> 종로공평점,서울특별시 종로구 공평동 124,서울특별시 종로구 삼봉로 100,310336,552678,"생활,편의>편의점",,02-734-7397,http://cu.bgfretail.com/
49,<b>CU</b> 종로동숭점,서울특별시 종로구 동숭동 1-56,서울특별시 종로구 대학로12길 13 청민빌딩,312092,553853,"생활,편의>편의점",,02-741-9029,http://cu.bgfretail.com/
50,<b>CU</b> 종로신영점,서울특별시 종로구 신영동 105-30,서울특별시 종로구 세검정로6길 104,308522,555996,"생활,편의>편의점",,02-379-5758,http://cu.bgfretail.com/
51,<b>CU</b> 종로세운상가점,서울특별시 종로구 종로3가 171,서울특별시 종로구 종로 154-1,311400,552487,"생활,편의>편의점",,02-2277-8297,http://cu.bgfretail.com/
52,<b>CU</b> 창신쌍용점,서울특별시 종로구 창신동 703,서울특별시 종로구 낙산길 196,312929,553691,"생활,편의>편의점",,02-747-4189,
53,<b>CU</b> 종로사직공원점,서울특별시 종로구 필운동 142 1층 1호,서울특별시 종로구 사직로 95,309155,553177,"생활,편의>편의점",,,http://cu.bgfretail.com/
54,<b>CU</b> 동묘토성점,서울특별시 종로구 숭인동 318-1,서울특별시 종로구 지봉로4길 21,313367,552570,"생활,편의>편의점",,02-2233-3726,
55,<b>CU</b> 종로2가점,서울특별시 종로구 관수동 4-4 1층,서울특별시 종로구 종로16길 11 용우빌딩,310866,552413,"생활,편의>편의점",,02-2269-7728,http://cu.bgfretail.com/
56,<b>CU</b> 숭인파라빌점,서울특별시 종로구 숭인동 1388,서울특별시 종로구 난계로 251 동양파라빌,313905,552875,"생활,편의>편의점",,,http://cu.bgfretail.com/
57,<b>CU</b> 종로구청점,서울특별시 종로구 수송동 68-1 수빌딩 102호,서울특별시 종로구 삼봉로 57 호수빌딩,310135,552745,"생활,편의>편의점",,02-735-9084,http://cu.bgfretail.com/
58,<b>CU</b> 종로구기점,서울특별시 종로구 구기동 125-6,서울특별시 종로구 비봉길 5,308062,556811,"생활,편의>편의점",,02-396-2411,http://cu.bgfretail.com/
59,<b>CU</b> 성균관대경영관점,서울특별시 종로구 명륜3가 53-21,서울특별시 종로구 성균관로 25-2,311219,554539,"생활,편의>편의점",,,http://cu.bgfretail.com/
60,<b>CU</b> 종로원서점,서울특별시 종로구 원서동 45,서울특별시 종로구 창덕궁길 120,310931,553887,"생활,편의>편의점",,02-741-5097,http://cu.bgfretail.com/
61,<b>CU</b> 종로경희궁점,서울특별시 종로구 신문로1가 58-18,서울특별시 종로구 경희궁길 4,309396,552536,"생활,편의>편의점",,,http://cu.bgfretail.com/
62,<b>CU</b> 경희궁자이행복점,서울특별시 종로구 송월동 233,서울특별시 종로구 경교장길 35,308749,552368,"생활,편의>편의점",,02-725-7712,
63,<b>CU</b> 동묘역점,서울특별시 종로구 숭인동 103-1 종로 351,서울특별시 종로구 종로 351 종로 351,313338,552818,"생활,편의>편의점",,02-763-1334,
64,<b>CU</b> 홍대대학로캠퍼스점,서울특별시 종로구 연건동 128-8,서울특별시 종로구 대학로 57,312031,553184,"생활,편의>편의점",,02-745-1551,http://cu.bgfretail.com/
65,<b>CU</b> 계동현대점,서울특별시 종로구 계동 140-86,,310697,553375,"생활,편의>편의점",,02-741-6515,
66,<b>CU</b> 종로배화점,서울특별시 종로구 필운동 41,서울특별시 종로구 필운대로1길 36,309005,553358,"생활,편의>편의점",,,
67,<b>CU</b> 종로청계점,서울특별시 종로구 창신동 436-64,서울특별시 종로구 청계천로 331,313123,552443,"생활,편의>편의점",,02-764-4948,
68,<b>CU</b> 시티은행사옥점,서울특별시 종로구 신문로2가 89-29 시티뱅크센타3층,서울특별시 종로구 새문안로 50 시티뱅크센타빌딩,309280,552377,"생활,편의>편의점",,,http://cu.bgfretail.com/
69,<b>CU</b> 종로효자점,서울특별시 종로구 효자동 70-1,서울특별시 종로구 자하문로 82,309283,553964,"생활,편의>편의점",,02-725-8923,http://cu.bgfretail.com/
70,<b>CU</b> 창덕궁돌담길점,서울특별시 종로구 원서동 155,서울특별시 종로구 창덕궁길 31,310907,553445,"생활,편의>편의점",,02-764-2203,http://cu.bgfretail.com/
71,<b>CU</b> 종로행촌점,서울특별시 종로구 행촌동 210-113,서울특별시 종로구 통일로12길 62,308501,553044,"생활,편의>편의점",,02-722-1378,
72,<b>CU</b> 평창북악점,서울특별시 종로구 평창동 97-9,서울특별시 종로구 평창30길 19,309683,557095,"생활,편의>편의점",,02-3417-0240,http://cu.bgfretail.com/
73,<b>CU</b> 포레스트힐점,서울특별시 종로구 효제동 65-2,서울특별시 종로구 대학로 33,312030,552874,"생활,편의>편의점",,02-762-7212,http://cu.bgfretail.com/
74,<b>CU</b> 부암럭키점,서울특별시 종로구 부암동 237-8,서울특별시 종로구 백석동길 15,308863,555082,"생활,편의>편의점",,02-391-3321,
75,<b>CU</b> 종로율곡점,서울특별시 종로구 이화동 80-3,서울특별시 종로구 율곡로17길 24,312287,553210,"생활,편의>편의점",,02-744-2346,http://cu.bgfretail.com/
76,<b>CU</b> 종로대신점,서울특별시 종로구 행촌동 206-29,서울특별시 종로구 사직로 7 지하1층,308436,552787,"생활,편의>편의점",,,
77,<b>CU</b> 종로크라운호텔점,서울특별시 종로구 낙원동 25,서울특별시 종로구 삼일대로30길 9,310830,552891,"생활,편의>편의점",,02-742-0068,
78,<b>CU</b> 종로묘동점,서울특별시 종로구 묘동 179,서울특별시 종로구 돈화문로 41 금성빌딩,311115,552699,"생활,편의>편의점",,02-3675-3339,http://cu.bgfretail.com/
79,<b>CU</b> 성대원룸촌점,서울특별시 종로구 명륜1가 97-2,서울특별시 종로구 성균관로 36,311612,554211,"생활,편의>편의점",,02-741-0413,http://cu.bgfretail.com/
80,<b>CU</b> 숭인2동점,서울특별시 종로구 숭인동 178-89,서울특별시 종로구 종로 383,313627,552929,"생활,편의>편의점",,,
81,<b>CU</b> 종로글로벌점,서울특별시 종로구 익선동 50,서울특별시 종로구 삼일대로32가길 37,310952,552979,"생활,편의>편의점",,02-747-0301,http://cu.bgfretail.com/
82,<b>CU</b> 종로햇살점,서울특별시 종로구 효제동 248-1,서울특별시 종로구 대학로 4-1,312048,552611,"생활,편의>편의점",,02-376-3535,http://cu.bgfretail.com/
83,<b>CU</b> 성대양현관입구점,서울특별시 종로구 명륜3가 1-114,서울특별시 종로구 명륜길 74,311328,554666,"생활,편의>편의점",,02-745-7025,http://cu.bgfretail.com/
84,<b>CU</b> 종로국악당점,서울특별시 종로구 와룡동 25,서울특별시 종로구 율곡로10길 16,311065,553210,"생활,편의>편의점",,02-762-2203,
85,<b>CU</b> 평창글로리아타운점,서울특별시 종로구 평창동 158-1,서울특별시 종로구 평창문화로 75 글로리아타운,309204,556546,"생활,편의>편의점",,02-395-5247,
86,<b>CU</b> 종로충신점,서울특별시 종로구 충신동 188-10 올리브빌딩,서울특별시 종로구 김상옥로 61 올리브빌딩,312280,552844,"생활,편의>편의점",,02-745-6473,http://cu.bgfretail.com/
87,<b>CU</b> 종로옥인점,서울특별시 종로구 옥인동 37,서울특별시 종로구 자하문로17길 40,309094,553752,"생활,편의>편의점",,02-732-3321,http://cu.bgfretail.com/
88,<b>CU</b> 종로공원점,서울특별시 종로구 종로6가 12-9,서울특별시 종로구 율곡로 271,312534,552798,"생활,편의>편의점",,02-764-9808,http://cu.bgfretail.com/
89,<b>CU</b> 종로성대점,서울특별시 종로구 명륜2가 137-2,서울특별시 종로구 성균관로5길 6,311615,554054,"생활,편의>편의점",,02-744-0205,http://cu.bgfretail.com/
90,<b>CU</b> 성대킹고점,서울특별시 종로구 명륜3가 1-3,서울특별시 종로구 명륜길 21,311492,554478,"생활,편의>편의점",,02-763-4777,http://cu.bgfretail.com/
91,<b>CU</b> 종로숭인점,서울특별시 종로구 숭인동 63-1,서울특별시 종로구 지봉로10길 2,313264,553100,"생활,편의>편의점",,02-744-0830,
92,<b>CU</b> 북악대로점,서울특별시 종로구 평창동 66-161,서울특별시 종로구 평창문화로 148 상경빌딩,309788,556904,"생활,편의>편의점",,02-391-0240,
93,<b>CU</b> 성균관대인문관점,서울특별시 종로구 명륜3가 53-21,서울특별시 종로구 성균관로 25-2,311135,554594,"생활,편의>편의점",,,http://cu.bgfretail.com/
94,<b>CU</b> 시청광장점,서울특별시 중구 을지로1가 192-11,서울특별시 중구 을지로 6 재능빌딩,310005,551953,"생활,편의>편의점",,02-774-0167,http://cu.bgfretail.com/
95,<b>CU</b> 을지로백병원점,"서울특별시 중구 저동2가 88-13 15,16번지 1층",서울특별시 중구 마른내로 8,310860,551853,"생활,편의>편의점",,02-2273-4634,http://cu.bgfretail.com/
96,<b>CU</b> 현대아울렛동대문점,서울특별시 중구 을지로6가 17-2,서울특별시 중구 장충단로13길 20,312537,552300,"생활,편의>편의점",,02-2283-2134,
97,<b>CU</b> 중구장충점,서울특별시 중구 장충동1가 35-5,서울특별시 중구 장충단로8길 12 .,312483,551524,"생활,편의>편의점",,,
98,<b>CU</b> 중구무교점,서울특별시 중구 다동 170-1,서울특별시 중구 다동길 16,310104,552218,"생활,편의>편의점",,02-3789-1101,http://cu.bgfretail.com/
99,<b>CU</b> 을지로파인애비뉴점,서울특별시 중구 을지로2가 203 파인애비뉴지하1층,서울특별시 중구 을지로 100,310858,551989,"생활,편의>편의점",,,http://cu.bgfretail.com/
100,<b>CU</b> 버티고개점,서울특별시 중구 신당동 432-2169,서울특별시 중구 동호로17길 271,312406,550143,"생활,편의>편의점",,,
101,<b>CU</b> 동대문굿모닝씨티점,서울특별시 중구 을지로6가 18-71,서울특별시 중구 을지로43길 13,312462,552093,"생활,편의>편의점",,02-2265-5118,
102,<b>CU</b> 중구KT리마크빌점,서울특별시 중구 흥인동 86,서울특별시 중구 다산로 258,313311,552007,"생활,편의>편의점",,02-2252-6246,
103,<b>CU</b> 중구신당점,서울특별시 중구 신당동 370-55,서울특별시 중구 다산로 151,312889,551022,"생활,편의>편의점",,02-2232-2338,http://cu.bgfretail.com/
104,<b>CU</b> 중구진양점,서울특별시 중구 충무로4가 120-3,서울특별시 중구 퇴계로 217,311493,551612,"생활,편의>편의점",,,
105,<b>CU</b> 페럼타워점,서울특별시 중구 수하동 66,서울특별시 중구 을지로5길 19,310434,552126,"생활,편의>편의점",,02-6353-8988,http://cu.bgfretail.com/
106,<b>CU</b> 약수역사거리점,서울특별시 중구 신당동 372-6,서울특별시 중구 동호로 169,312856,550585,"생활,편의>편의점",,02-2236-1192,
107,<b>CU</b> 동대입구역점,서울특별시 중구 장충동2가 189-6,서울특별시 중구 동호로24길 3,312305,551256,"생활,편의>편의점",,02-2272-3418,http://cu.bgfretail.com/
108,<b>CU</b> 중구정동길점,서울특별시 중구 정동 27-12,서울특별시 중구 정동길 10,309180,552199,"생활,편의>편의점",,02-318-6794,http://cu.bgfretail.com/
109,<b>CU</b> 중구장충체육관2호점,서울특별시 중구 장충동2가 200-102,서울특별시 중구 동호로 241,312452,551121,"생활,편의>편의점",,02-2254-2237,http://cu.bgfretail.com/
110,<b>CU</b> 소피텔점,서울특별시 중구 묵정동 18-9,서울특별시 중구 동호로27길 25,312000,551400,"생활,편의>편의점",,02-2269-8839,http://cu.bgfretail.com/
111,<b>CU</b> 내외빌딩점,서울특별시 중구 을지로2가 6 내외빌딩,서울특별시 중구 을지로 51,310415,552074,"생활,편의>편의점",,,
112,<b>CU</b> 을지로5가점,서울특별시 중구 을지로5가 273-2 삼성골드캐슬 1층,서울특별시 중구 동호로 361 삼성골드캐슬,312032,552075,"생활,편의>편의점",,02-2277-6968,http://cu.bgfretail.com/
113,<b>CU</b> 중구장충체육관1호점,서울특별시 중구 장충동2가 200-102,서울특별시 중구 동호로 241,312427,551172,"생활,편의>편의점",,02-2254-2237,http://cu.bgfretail.com/
114,<b>CU</b> 중구청점,서울특별시 중구 충무로5가 19-9,서울특별시 중구 창경궁로 6 부성빌딩,311743,551670,"생활,편의>편의점",,02-2271-0275,http://cu.bgfretail.com/
115,<b>CU</b> 신당청구점,서울특별시 중구 신당동 294-47 1층,서울특별시 중구 다산로28길 7,313101,551307,"생활,편의>편의점",,02-2231-5971,http://cu.bgfretail.com/
116,<b>CU</b> 국립중앙의료원점,서울특별시 중구 을지로6가 18-79,서울특별시 중구 을지로 245,312390,552143,"생활,편의>편의점",,02-2263-2221,http://cu.bgfretail.com/
117,<b>CU</b> 을지로3가점,서울특별시 중구 을지로3가 295-2,서울특별시 중구 충무로 53-1,311197,552007,"생활,편의>편의점",,02-2267-1049,http://cu.bgfretail.com/
118,<b>CU</b> 명동화이자점,서울특별시 중구 회현동3가 1-9,서울특별시 중구 퇴계로 114-1,310467,551416,"생활,편의>편의점",,02-318-2460,http://cu.bgfretail.com/
119,<b>CU</b> 동대문APM점,서울특별시 중구 을지로7가 62-1,서울특별시 중구 을지로 280,312647,551941,"생활,편의>편의점",,02-2274-9092,http://cu.bgfretail.com/
120,<b>CU</b> 호텔스카이파크점,서울특별시 중구 을지로6가 17-2,서울특별시 중구 장충단로13길 20,312536,552300,"생활,편의>편의점",,031-875-1098,
121,<b>CU</b> 중구세종대로점,서울특별시 중구 태평로1가 62-3,서울특별시 중구 세종대로 135-9,309773,552339,"생활,편의>편의점",,02-736-3044,http://cu.bgfretail.com/
122,<b>CU</b> 호텔피제이점,서울특별시 중구 인현동1가 2-35,서울특별시 중구 마른내로 71 오일관광(주)호텔 피제이,311478,551932,"생활,편의>편의점",,02-2268-8715,http://cu.bgfretail.com/
123,<b>CU</b> 청계롯데캐슬점,서울특별시 중구 황학동 2545 롯데캐슬베네치아메가몰 1031-1호,서울특별시 중구 청계천로 400 롯데캐슬베네치아,313634,552552,"생활,편의>편의점",,02-2048-5242,http://cu.bgfretail.com/
124,<b>CU</b> 명동YWCA점,서울특별시 중구 명동1가 6-1,서울특별시 중구 명동11길 9,310604,551848,"생활,편의>편의점",,02-318-7837,
125,<b>CU</b> 중림중앙점,서울특별시 중구 중림동 325-1,서울특별시 중구 중림로 40,308973,551112,"생활,편의>편의점",,02-365-2382,http://cu.bgfretail.com/
126,<b>CU</b> 충무로엘크루점,서울특별시 중구 충무로5가 36-2,서울특별시 중구 퇴계로49길 14 충무로엘크루메트로시티2,311850,551716,"생활,편의>편의점",,,
127,<b>CU</b> 청계상가점,서울특별시 중구 산림동 207-1,서울특별시 중구 청계천로 160 세운청계상가,311449,552230,"생활,편의>편의점",,02-2272-7014,
128,<b>CU</b> 동대문쇼핑타운점,서울특별시 중구 신당동 204-1 골든타운1층,서울특별시 중구 마장로 34,313052,552199,"생활,편의>편의점",,02-2234-3901,http://cu.bgfretail.com/
129,<b>CU</b> 센트럴자이점,서울특별시 중구 만리동2가 231-13,,308519,550460,"생활,편의>편의점",,,
130,<b>CU</b> 신당광희문점,서울특별시 중구 신당동 304-204,서울특별시 중구 다산로33길 52,312944,551702,"생활,편의>편의점",,02-2231-1112,http://cu.bgfretail.com/
131,<b>CU</b> 신당6동점,서울특별시 중구 신당동 52-299 1층,서울특별시 중구 다산로40길 14,313331,551752,"생활,편의>편의점",,02-2238-9996,http://cu.bgfretail.com/
132,<b>CU</b> 포스코점,서울특별시 중구 순화동 151,서울특별시 중구 칠패로 27,309379,551393,"생활,편의>편의점",,02-3789-5580,http://cu.bgfretail.com/
133,<b>CU</b> 신당한양점,서울특별시 중구 신당동 226-3,서울특별시 중구 퇴계로 354,312817,551831,"생활,편의>편의점",,02-2233-4120,http://cu.bgfretail.com/
134,<b>CU</b> 회현역점,서울특별시 중구 남창동 167-15,서울특별시 중구 퇴계로 48,309904,551137,"생활,편의>편의점",,02-3789-5862,http://cu.bgfretail.com/
135,<b>CU</b> 신당백석점,서울특별시 중구 신당동 355-8,서울특별시 중구 다산로11길 19 백석빌딩,312672,550751,"생활,편의>편의점",,02-2236-2646,http://cu.bgfretail.com/
136,<b>CU</b> 대신파이낸스센터점,서울특별시 중구 저동1가 48 대신파이낸스센터 2층,서울특별시 중구 삼일대로 343 대신파이낸스센터 2층,310703,551916,"생활,편의>편의점",,,http://cu.bgfretail.com
137,<b>CU</b> 부영태평점,서울특별시 중구 태평로2가 150,서울특별시 중구 세종대로 55,309640,551546,"생활,편의>편의점",,02-3789-5423,
138,<b>CU</b> 티마크호텔충무로점,서울특별시 중구 충무로3가 43,서울특별시 중구 충무로 15,311198,551633,"생활,편의>편의점",,,
139,<b>CU</b> 약수역점,서울특별시 중구 신당동 373-64,서울특별시 중구 동호로 178,312854,550685,"생활,편의>편의점",,02-2234-8442,http://cu.bgfretail.com/
140,<b>CU</b> 중구회현점,서울특별시 중구 회현동1가 190,서울특별시 중구 퇴계로 70,310071,551270,"생활,편의>편의점",,02-319-7110,http://cu.bgfretail.com/
141,<b>CU</b> 한화빌딩점,서울특별시 중구 태평로2가 43,서울특별시 중구 세종대로 92,309876,551828,"생활,편의>편의점",,02-771-7805,
142,<b>CU</b> 중구황학점,서울특별시 중구 황학동 1541,서울특별시 중구 난계로17길 29,313773,552362,"생활,편의>편의점",,02-3298-6628,http://cu.bgfretail.com/
143,<b>CU</b> 중구명동점,서울특별시 중구 충무로1가 24-41,서울특별시 중구 퇴계로 105,310383,551450,"생활,편의>편의점",,02-779-1797,http://cu.bgfretail.com/
144,<b>CU</b> 동국대기숙사점,서울특별시 중구 필동3가 192-5,서울특별시 중구 필동로1길 40,311684,551156,"생활,편의>편의점",,02-2275-6113,http://cu.bgfretail.com/
145,<b>CU</b> 코리아나호텔점,서울특별시 중구 태평로1가 61-1,서울특별시 중구 세종대로 135 코리아나호텔,309805,552253,"생활,편의>편의점",,,
146,<b>CU</b> 오장중부점,서울특별시 중구 오장동 101-23,서울특별시 중구 마른내로 122-1,311995,551831,"생활,편의>편의점",,02-2273-3955,http://cu.bgfretail.com/
147,<b>CU</b> 을지로홀리데이인점,서울특별시 중구 을지로3가 5-7,서울특별시 중구 수표로 58,310960,552059,"생활,편의>편의점",,02-2266-9440,http://cu.bgfretail.com/
148,<b>CU</b> 서울역한라비발디점,서울특별시 중구 만리동2가 288,서울특별시 중구 만리재로 177 서울역한라비발디센트럴,308855,550765,"생활,편의>편의점",,02-392-6610,
149,<b>CU</b> 남산트라팰리스점,서울특별시 중구 남대문로5가 827,서울특별시 중구 소월로2길 30,309717,550673,"생활,편의>편의점",,02-498-2252,
150,<b>CU</b> 중앙일보사옥점,서울특별시 중구 순화동 7,서울특별시 중구 서소문로 88 서소문빌딩,309287,551551,"생활,편의>편의점",,02-756-6606,http://cu.bgfretail.com/
151,<b>CU</b> 중구해성점,서울특별시 중구 남대문로4가 17-19 호텔 그레이스리 서울 1층 102호,서울특별시 중구 세종대로12길 12 호텔 그레이스리 서울 1층 102호,309833,551552,"생활,편의>편의점",,,
152,<b>CU</b> 남대문점,서울특별시 중구 남대문로3가 85,서울특별시 중구 남대문로 17,309874,551491,"생활,편의>편의점",,02-776-7754,http://cu.bgfretail.com/
