,title,address,roadAddress,mapx,mapy,category,description,telephone,link
12,서울과학<b>고등학교</b>,서울특별시 종로구 혜화동 1-1,서울특별시 종로구 혜화로 63 서울과학고등학교,311751,554841,"교육,학문>고등학교",,,http://www.sshs.hs.kr/
13,서울예술<b>고등학교</b>,서울특별시 종로구 평창동 217,서울특별시 종로구 평창문화로 70 서울예술고등학교,309159,556420,"교육,학문>고등학교",,02-2287-0505,http://www.yego.or.kr/
14,서울국제<b>고등학교</b>,서울특별시 종로구 명륜1가 1-27 서울국제고등학교,서울특별시 종로구 성균관로13길 40 서울국제고등학교,311538,554849,"교육,학문>고등학교",,02-3019-8238,http://www.sghs.kr/
15,환일<b>고등학교</b>,서울특별시 중구 만리동2가 218-2,서울특별시 중구 환일길 47,308472,550694,"교육,학문>고등학교",,,http://www.hwanil.hs.kr/
16,한양공업<b>고등학교</b>,서울특별시 중구 신당동 224-2,서울특별시 중구 을지로 299 한양공업고등학교,312866,551977,"교육,학문>고등학교",,02-2238-5181,http://www.hanyang.hs.kr/
17,성동공업<b>고등학교</b>,서울특별시 중구 흥인동 1-1,서울특별시 중구 다산로 290 성동기계공업고등학교,313381,552312,"교육,학문>고등학교",,,http://www.sdth.hs.kr/
18,리라아트<b>고등학교</b>,서울특별시 중구 예장동 8-40,서울특별시 중구 소파로2길 24,310807,551030,"교육,학문>고등학교",,02-775-6541,http://www.lila.hs.kr/
19,이화여자<b>고등학교</b>,서울특별시 중구 정동 32-1,서울특별시 중구 정동길 26 심슨기념관,309320,552012,"교육,학문>고등학교",,02-752-3353,http://www.ewha.hs.kr/
20,성동글로벌경영<b>고등학교</b>,서울특별시 중구 신당동 250-3,서울특별시 중구 퇴계로 375 성동글로벌경영고등학교,312993,551976,"교육,학문>고등학교",,02-2252-9567,http://www.sdglobal.hs.kr/
21,성동<b>고등학교</b>,서울특별시 중구 신당5동 161,서울특별시 중구 퇴계로90길 17 성동고등학교,313857,551785,"교육,학문>고등학교",,02-2237-2412,http://www.sungdong.hs.kr/
22,장충<b>고등학교</b>,서울특별시 중구 신당동 432-460,서울특별시 중구 동호로15길 93 장충고등학교 도서관 3동,312375,550520,"교육,학문>고등학교",,02-2231-6905,http://www.jangchung.hs.kr/
23,대경상업<b>고등학교</b>,서울특별시 중구 신당동 333-579,서울특별시 중구 매봉18길 111,313360,550946,"교육,학문>고등학교",,02-2234-0798,http://www.daekyeong.hs.kr/
24,경기여자상업<b>고등학교</b>,서울특별시 중구 만리동1가 54-7,서울특별시 중구 만리재로37길 30 경기여자상업고등학교,308929,551045,"교육,학문>고등학교",,02-392-6666,http://www.gggc.hs.kr/
25,이화여자외국어<b>고등학교</b>,서울특별시 중구 순화동 1-1,서울특별시 중구 통일로4길 30 도서관,309115,552004,"교육,학문>고등학교",,02-2176-1992,http://www.ewha-gfh.hs.kr/
26,서울실용음악<b>고등학교</b>,서울특별시 중구 신당5동 67-24,서울특별시 중구 퇴계로88가길 8,313672,551694,"교육,학문>고등학교",,02-2231-5210,http://www.seoulmusic.hs.kr/
27,선린인터넷<b>고등학교</b>,서울특별시 용산구 청파동3가 131-2,서울특별시 용산구 원효로97길 33-4 선린인터넷고등학교,308917,549462,"교육,학문>고등학교",<b>서울특별시 용산구</b> 청파동 위치.,02-713-6211,http://www.sunrint.hs.kr/
28,용산<b>고등학교</b>,서울특별시 용산구 용산동2가 1,서울특별시 용산구 두텁바위로 60 용산고등학교,310047,549765,"교육,학문>고등학교",,02-3706-6700,http://www.yongsan.hs.kr/
29,오산<b>고등학교</b>,서울특별시 용산구 보광동 168-73,서울특별시 용산구 보광로7길 17 오산고등학교,311771,547289,"교육,학문>고등학교",,02-799-9500,http://www.osan.hs.kr/
30,중경<b>고등학교</b>,서울특별시 용산구 이촌동 300-302,서울특별시 용산구 이촌로84길 34 중경고등학교,309618,546691,"교육,학문>고등학교",,02-793-2540,http://jungkyung.sen.hs.kr/
31,보성여자<b>고등학교</b>,서울특별시 용산구 용산동2가 1-1123,서울특별시 용산구 신흥로3가길 66 보성여자고등학교,310437,549479,"교육,학문>고등학교",,,http://www.bosung.hs.kr/
32,서울디지텍<b>고등학교</b>,서울특별시 용산구 이태원동 214-4,서울특별시 용산구 회나무로12길 27 서울디지텍고등학교,310997,549013,"교육,학문>고등학교",,02-798-3641,http://www.sdh.hs.kr/
33,배문<b>고등학교</b>,서울특별시 용산구 서계동 259-3,서울특별시 용산구 효창원로 258 배문중고등학교,308720,550267,"교육,학문>고등학교",,,http://www.baemoon.hs.kr/
34,성심여자<b>고등학교</b>,서울특별시 용산구 원효로4가 1-1,서울특별시 용산구 원효로19길 49,307729,548537,"교육,학문>고등학교",,02-702-5501,http://sacredheart.sen.hs.kr/
35,용산공업<b>고등학교</b>,서울특별시 용산구 한강로3가 65-209,서울특별시 용산구 서빙고로 24 용산공업고등학교,308880,547395,"교육,학문>고등학교",,02-6905-7777,http://www.yongsan-th.hs.kr/
36,서울자동차<b>고등학교</b>,서울특별시 용산구 효창동 5-198,서울특별시 용산구 백범로45길 15 서울자동차고등학교,308155,549328,"교육,학문>고등학교",,02-717-8304,http://www.seoulauto.hs.kr/
37,신광여자<b>고등학교</b>,서울특별시 용산구 청파동3가 100,서울특별시 용산구 청파로 263 학교법인신광학원,309144,549464,"교육,학문>고등학교",,,http://www.shinkwang.hs.kr/
38,한양대<b>학교</b>사범대학부속<b>고등학교</b>,서울특별시 성동구 사근동 223,서울특별시 성동구 마조로 42,315593,551508,"교육,학문>고등학교",,,http://www.hanyang-u.hs.kr/
39,덕수<b>고등학교</b>,서울특별시 성동구 행당동 70-28,서울특별시 성동구 왕십리로 199 덕수정보산업고등학교,315574,550822,"교육,학문>고등학교",,02-2292-5707,http://www.duksoo.hs.kr/
40,무학여자<b>고등학교</b>,서울특별시 성동구 행당동 322-1,서울특별시 성동구 고산자로 197 무학여자고등학교,314792,551003,"교육,학문>고등학교",,,http://www.muhak.hs.kr/
41,경일<b>고등학교</b>,서울특별시 성동구 성수동1가 22-27,서울특별시 성동구 성수일로 27 경일 중.고등학교,316025,549509,"교육,학문>고등학교",,,http://www.seoulkyungil.hs.kr/
42,성수<b>고등학교</b>,서울특별시 성동구 성수동1가 685-143,서울특별시 성동구 서울숲길 18,315193,549928,"교육,학문>고등학교",,02-461-2276,http://www.seoulseongsu.hs.kr/
43,서울방송<b>고등학교</b>,서울특별시 성동구 옥수동 556-1,서울특별시 성동구 동호로5길 131 서울방송고등학교,312779,549958,"교육,학문>고등학교",,02-2281-0094,http://www.seb.hs.kr/
44,도선<b>고등학교</b>,서울특별시 성동구 하왕십리동 1070-4,서울특별시 성동구 마장로 156 도선고등학교,314249,552049,"교육,학문>고등학교",,02-2292-8175,http://dosun.hs.kr
45,성수공업<b>고등학교</b>,서울특별시 성동구 성수동2가 333-128,서울특별시 성동구 뚝섬로 365 성수공업고등학교,316363,549169,"교육,학문>고등학교",,02-469-4525,http://sungsu.sen.hs.kr/
46,금호<b>고등학교</b>,서울특별시 성동구 금호동1가 1822,서울특별시 성동구 금호로 118,313938,550596,"교육,학문>고등학교",,02-2022-0800,http://geumho.hs.kr/
47,동국대<b>학교</b> 사범대학 부속여자<b>고등학교</b>,서울특별시 광진구 구의동 238-1,서울특별시 광진구 광나루로36길 47 동국대학교사범대학부속여자중고등학교,319514,549404,"교육,학문>고등학교",,02-2049-1577,http://www.donggukgirls.hs.kr/
48,광남<b>고등학교</b>,서울특별시 광진구 광장동 554-11,서울특별시 광진구 아차산로70길 17-16 광남고등학교,320791,549191,"교육,학문>고등학교",,02-2204-8705,http://www.gwang-nam.hs.kr/
49,대원<b>고등학교</b>,서울특별시 광진구 중곡동 176-124,서울특별시 광진구 용마산로22길 26 대원여자고등학교,319764,551625,"교육,학문>고등학교",,02-2204-1555,http://www.daewon-seoul.hs.kr/
50,자양<b>고등학교</b>,서울특별시 광진구 자양동 524-11,서울특별시 광진구 뚝섬로37길 28 자양고등학교,318267,548582,"교육,학문>고등학교",,02-2049-4100,http://www.jayang.hs.kr/
51,건국대<b>학교</b> 사범대학 부속<b>고등학교</b>,서울특별시 광진구 화양동 1,서울특별시 광진구 능동로 120,318935,549069,"교육,학문>고등학교",,,http://www.konkuk.hs.kr/
52,광양<b>고등학교</b>,서울특별시 광진구 자양동 668,서울특별시 광진구 자양로3가길 31 광양고등학교,319347,547872,"교육,학문>고등학교",,02-446-1435,http://gwangyang.sen.hs.kr/
53,대원여자<b>고등학교</b>,서울특별시 광진구 중곡동 176-124,서울특별시 광진구 용마산로22길 26 대원여자고등학교,319750,551533,"교육,학문>고등학교",,02-2204-1622,http://www.dwg.hs.kr/
54,대원외국어<b>고등학교</b>,서울특별시 광진구 중곡동 176-124,서울특별시 광진구 용마산로22길 26 대원여자고등학교,319730,551658,"교육,학문>고등학교",,02-2204-1530,http://www.dwfl.hs.kr/
55,선화예술<b>고등학교</b>,서울특별시 광진구 능동 25,서울특별시 광진구 천호대로 664 선화예술중고등학교,319585,550159,"교육,학문>고등학교",,02-2204-1018,http://www.sunhwa.org/
56,동국대<b>학교</b> 사범대학 부속<b>고등학교</b>,서울특별시 동대문구 장안동 328,서울특별시 동대문구 장안벚꽃로 201,318446,553211,"교육,학문>고등학교",,02-6913-1500,http://www.ddbk.hs.kr/
57,해성국제컨벤션<b>고등학교</b>,서울특별시 동대문구 전농동 90-3,서울특별시 동대문구 전농로20길 31 해성국제컨벤션고등학교,316933,553703,"교육,학문>고등학교",,,http://www.haesung.hs.kr/
58,대광<b>고등학교</b>,서울특별시 동대문구 신설동 53-3,서울특별시 동대문구 안암로 6 대광고등학교,314027,553271,"교육,학문>고등학교",,,http://www.dgh.hs.kr/
59,경희<b>고등학교</b>,서울특별시 동대문구 회기동 1-5,서울특별시 동대문구 경희대로 26,316737,555171,"교육,학문>고등학교",,02-966-3782,http://www.kyungheeboy.hs.kr/
60,휘경여자<b>고등학교</b>,서울특별시 동대문구 휘경동 43-7,서울특별시 동대문구 한천로 247 휘경여자중고등학교,317730,553894,"교육,학문>고등학교",,02-2245-2307,http://hwikyung.sen.hs.kr/
61,해성여자<b>고등학교</b>,서울특별시 동대문구 전농동 90-3,서울특별시 동대문구 전농로20길 31 해성국제컨벤션고등학교,316913,553591,"교육,학문>고등학교",,,http://www.haesung-g.hs.kr
62,청량<b>고등학교</b>,서울특별시 동대문구 청량리동 7,서울특별시 동대문구 왕산로 303 청량고등학교,316384,554487,"교육,학문>고등학교",,02-959-4362,http://www.chungryang.hs.kr/
63,정암미용<b>고등학교</b>,서울특별시 동대문구 청량리동 235-4 미주A상가 4층,서울특별시 동대문구 왕산로 225,316089,553781,"교육,학문>고등학교",,02-962-9124,http://www.jeongarm.hs.kr/
64,휘경공업<b>고등학교</b>,서울특별시 동대문구 휘경동 49-327,서울특별시 동대문구 겸재로 21 휘경공업고등학교,318020,554079,"교육,학문>고등학교",,02-2216-3643,http://www.hgt.hs.kr/
65,휘봉<b>고등학교</b>,서울특별시 동대문구 휘경동 43-277,서울특별시 동대문구 한천로 290,317974,554217,"교육,학문>고등학교",,02-2116-7211,http://hwibong.hs.kr/
66,정화여자상업<b>고등학교</b>,서울특별시 동대문구 제기동 293,서울특별시 동대문구 홍릉로15길 50 정화여자중학교,315481,554187,"교육,학문>고등학교",,02-967-0178,http://www.jeonghwa.hs.kr/
67,경희여자<b>고등학교</b>,서울특별시 동대문구 회기동 1-5,서울특별시 동대문구 경희대로 26,316398,555183,"교육,학문>고등학교",,02-966-4560,http://www.kyunghee.hs.kr/
68,청량정보<b>고등학교</b>,서울특별시 동대문구 전농동 678-3,서울특별시 동대문구 답십리로15길 32 청량정보고등학교,316079,553260,"교육,학문>고등학교",,02-2212-3166,http://www.dreamschool.hs.kr/
69,이화여대병설미디어<b>고등학교</b>,서울특별시 중랑구 망우동 220,서울특별시 중랑구 망우로73길 56,321177,556060,"교육,학문>고등학교",,02-2209-0146,http://www.ewhamedia.hs.kr/
70,면목<b>고등학교</b>,서울특별시 중랑구 면목동 77,서울특별시 중랑구 용마산로72길 36-14 면목고등학교,320402,553994,"교육,학문>고등학교",,02-435-0003,http://www.mmhs.hs.kr/
71,송곡여자<b>고등학교</b>,서울특별시 중랑구 망우동 252-1,서울특별시 중랑구 양원역로 67,321188,556447,"교육,학문>고등학교",,02-434-4317,http://www.songgok.hs.kr/
72,송곡<b>고등학교</b>,서울특별시 중랑구 망우본동 239-1,서울특별시 중랑구 양원역로 50 송곡고등학교,321336,556321,"교육,학문>고등학교",,02-435-0660,http://www.sg.hs.kr/
73,송곡관광<b>고등학교</b>,서울특별시 중랑구 망우동 252-1,서울특별시 중랑구 양원역로 67,321209,556406,"교육,학문>고등학교",,02-432-1837,http://sgi.hs.kr/
74,태릉<b>고등학교</b>,서울특별시 중랑구 묵동 6,서울특별시 중랑구 신내로23길 36 태릉고등학교,319492,557805,"교육,학문>고등학교",,02-974-6252,http://www.taereung.hs.kr/
75,신현<b>고등학교</b>,서울특별시 중랑구 상봉1동 482,서울특별시 중랑구 봉화산로 174 신현고등학교,320110,556285,"교육,학문>고등학교",,02-3422-2713,http://www.shinhyeon.hs.kr/
76,원묵<b>고등학교</b>,서울특별시 중랑구 묵동 23,서울특별시 중랑구 숙선옹주로 82 원묵고등학교,319503,557438,"교육,학문>고등학교",,02-3422-3573,http://www.wonmook.hs.kr/
77,중화<b>고등학교</b>,서울특별시 중랑구 중화1동 21-4,서울특별시 중랑구 봉화산로27길 62 중화고등학교,319258,556189,"교육,학문>고등학교",,02-491-6806,http://www.jung-hwa.hs.kr/
78,혜원여자<b>고등학교</b>,서울특별시 중랑구 망우동 519,서울특별시 중랑구 봉우재로58길 39 혜원여자중고등학교,320441,554924,"교육,학문>고등학교",,02-434-5946,http://hyewon.sen.hs.kr/
79,송곡여자하키부<b>고등학교</b>기숙사,서울특별시 중랑구 망우동 252-1,서울특별시 중랑구 양원역로 67 송곡여자중고등학교,321185,556403,"교육,학문>고등학교",,02-494-9886,
80,서울대<b>학교</b>사범대학부설<b>고등학교</b>,서울특별시 성북구 종암동 7-10,서울특별시 성북구 월곡로 6,315220,554944,"교육,학문>고등학교",,02-913-7306,http://www.snu.hs.kr/
81,홍익대<b>학교</b>사범대학부속<b>고등학교</b>,서울특별시 성북구 성북동 151,서울특별시 성북구 성북로14가길 23 홍익대학교부속중고등학교,312229,555144,"교육,학문>고등학교",,02-762-0826,http://www.hongik.hs.kr/
82,한성여자<b>고등학교</b>,서울특별시 성북구 삼선동2가 392-2,서울특별시 성북구 삼선교로16길 117 한성여자고등학교,312911,553891,"교육,학문>고등학교",,02-742-2845,http://www.hansung-g.hs.kr/
83,고려대<b>학교</b> 사범대학 부속<b>고등학교</b>,서울특별시 성북구 정릉동 660,서울특별시 성북구 정릉로 161,312034,556865,"교육,학문>고등학교",,02-914-7483,http://koreahi.sen.hs.kr/
84,계성<b>고등학교</b>,서울특별시 성북구 길음동 1284-15,서울특별시 성북구 길음로 63 계성고등학교,313702,556596,"교육,학문>고등학교",,02-728-6100,http://www.gyeseong.hs.kr/
85,서울도시과학기술<b>고등학교</b>,서울특별시 성북구 하월곡동 90-1,서울특별시 성북구 종암로 196,314821,556547,"교육,학문>고등학교",,,http://sust.hs.kr/
86,석관<b>고등학교</b>,서울특별시 성북구 석관동 77-1,서울특별시 성북구 한천로70길 30 석관고등학교,317783,556808,"교육,학문>고등학교",,02-958-1160,http://www.seokgwan.hs.kr
87,동구마케팅<b>고등학교</b>,서울특별시 성북구 성북동 168-275,서울특별시 성북구 성북로8길 71 동구여자상업고등학교,312483,555008,"교육,학문>고등학교",,,http://www.donggoo.hs.kr/
88,용문<b>고등학교</b>,서울특별시 성북구 안암동2가 96-1,서울특별시 성북구 고려대로17가길 46 용문중고등학교,314107,554414,"교육,학문>고등학교",,02-928-3871,http://www.ymoon.hs.kr/
89,고명경영<b>고등학교</b>,서울특별시 성북구 돈암동 45-88,서울특별시 성북구 북악산로 870,313655,555476,"교육,학문>고등학교",,02-928-8366,http://komyung.sen.hs.kr/
90,경동<b>고등학교</b>,서울특별시 성북구 삼선동3가 43-1,서울특별시 성북구 보문로29길 49 경동고등학교,313197,554252,"교육,학문>고등학교",,02-928-2353,http://www.kyungdong.hs.kr/
91,성신여자<b>고등학교</b>,서울특별시 성북구 돈암동 산11-269,서울특별시 성북구 동소문로26가길 80,313870,555122,"교육,학문>고등학교",,,http://sungshin.sen.hs.kr/
92,경동<b>고등학교</b>부설 방송통신<b>고등학교</b>,서울특별시 성북구 삼선동3가 55,서울특별시 성북구 보문로29길 103 경동고등학교부설방송통신고등학교,313184,554277,"교육,학문>고등학교","<b>서울특별시 성북구</b> 삼선동3가 위치, <b>학교</b> 소개, 학습자료, 생활정보, 행사일정 등 안내.",02-928-2077,
93,대일외국어<b>고등학교</b>,서울특별시 성북구 정릉동 산16-36,서울특별시 성북구 서경로 116 대일외국어고등학교,313100,557256,"교육,학문>고등학교",,,http://daeil.e-wut.co.kr/
94,신일<b>고등학교</b>,서울특별시 강북구 미아동 193-1,서울특별시 강북구 솔매로49길 20 신일중고등학교,314376,558901,"교육,학문>고등학교",,02-944-9900,http://www.shin-il.hs.kr/
95,성암국제무역<b>고등학교</b>,서울특별시 강북구 미아동 320-1,서울특별시 강북구 도봉로29길 52 학교법인성암학원,314090,558075,"교육,학문>고등학교",,02-2179-1888,http://www.seongam.hs.kr/
96,영훈<b>고등학교</b>,서울특별시 강북구 미아동 471-2,서울특별시 강북구 도봉로13가길 19 영훈학교,314361,557257,"교육,학문>고등학교",,02-986-2500,http://www.younghoon.hs.kr/
97,미양<b>고등학교</b>,서울특별시 강북구 미아동 837-734,서울특별시 강북구 인수봉로 39 미양중.고등학교,312996,558442,"교육,학문>고등학교",,02-982-6105,http://www.mi-yang.hs.kr/
98,창문여자<b>고등학교</b>,서울특별시 강북구 미아동 8-6,서울특별시 강북구 월계로 61,315123,557240,"교육,학문>고등학교",,02-986-1701,http://www.changmun.hs.kr/
99,삼각산<b>고등학교</b>,서울특별시 강북구 미아동 812-4,서울특별시 강북구 삼양로19길 40 삼각산고등학교,313697,557530,"교육,학문>고등학교",,,http://www.samgaksan.hs.kr/
100,혜화여자<b>고등학교</b>,서울특별시 강북구 수유동 468-43,서울특별시 강북구 인수봉로 127,313084,559232,"교육,학문>고등학교",,02-985-8415,http://www.hyehwa-h.hs.kr/
101,창동<b>고등학교</b>,서울특별시 도봉구 창동 694-10,서울특별시 도봉구 노해로62길 7 창동고등학교,315357,561418,"교육,학문>고등학교",,,http://www.changdong.hs.kr/
102,선덕<b>고등학교</b>,서울특별시 도봉구 쌍문동 263,서울특별시 도봉구 시루봉로 53 학교법인세그루학원,314310,561800,"교육,학문>고등학교",,02-997-4111,http://www.sunduck.hs.kr/
103,서울문화<b>고등학교</b>,서울특별시 도봉구 방학동 723-17,서울특별시 도봉구 마들로 598 서울문화고등학교,316172,562835,"교육,학문>고등학교",,02-955-9100,http://www.seoulculture.hs.kr/
104,자운<b>고등학교</b>,서울특별시 도봉구 창동 1,서울특별시 도봉구 노해로69길 150 자운고등학교,316441,562285,"교육,학문>고등학교",,02-998-3365,http://www.jawoon.hs.kr/
105,세그루패션디자인<b>고등학교</b>,서울특별시 도봉구 쌍문동 263,서울특별시 도봉구 시루봉로 53 학교법인세그루학원,314314,561923,"교육,학문>고등학교",,02-993-0211,http://sfd.sen.hs.kr/
106,정의여자<b>고등학교</b>,서울특별시 도봉구 쌍문동 150-1,서울특별시 도봉구 노해로49길 69 정의학교,314697,561615,"교육,학문>고등학교",,02-992-5104,http://www.jeongeui.hs.kr/
107,도봉<b>고등학교</b>,서울특별시 도봉구 도봉동 556,서울특별시 도봉구 도봉산길 27 도봉고등학교,315745,565359,"교육,학문>고등학교",,02-3491-4285,http://www.db2004.hs.kr/
108,누원<b>고등학교</b>,서울특별시 도봉구 도봉동 646,서울특별시 도봉구 마들로 849 누원고등학교,316444,565193,"교육,학문>고등학교",,02-3492-7595,http://www.noowon.hs.kr/
109,효문<b>고등학교</b>,서울특별시 도봉구 쌍문동 468,서울특별시 도봉구 우이천로 432 효문중.고등학교,313552,561648,"교육,학문>고등학교",,02-992-0778,http://www.hyomun.hs.kr/
110,서울외국어<b>고등학교</b>,서울특별시 도봉구 창동 35,서울특별시 도봉구 덕릉로66길 22 서울외국어고등학교,316580,560801,"교육,학문>고등학교",,,http://www.sfl.hs.kr/
111,대진<b>고등학교</b>,서울특별시 노원구 하계동 55-5,서울특별시 노원구 공릉로62가길 47 대진고등학교,318543,559928,"교육,학문>고등학교",,02-976-0067,http://www.dae-jin.hs.kr/
112,혜성여자<b>고등학교</b>,서울특별시 노원구 하계동 산16-38,서울특별시 노원구 노원로16길 2 혜성여자고등학교,318384,560295,"교육,학문>고등학교",,02-972-4040,http://www.hyesung.hs.kr/
113,서라벌<b>고등학교</b>,서울특별시 노원구 중계동 313,서울특별시 노원구 한글비석로5길 18 서라벌고등학교,318642,560729,"교육,학문>고등학교",,02-2092-2200,http://www.sorabol.hs.kr/
114,재현<b>고등학교</b>,서울특별시 노원구 중계동 175,서울특별시 노원구 덕릉로82길 64 재현중/고등학교,318995,562391,"교육,학문>고등학교",,02-932-4811,http://www.jaehyun.hs.kr/
115,경기기계공업<b>고등학교</b>,서울특별시 노원구 하계동 78,서울특별시 노원구 공릉로 264 경기기계공업고등학교,318538,559253,"교육,학문>고등학교",,02-2289-1600,http://www.ggmt.hs.kr/
116,대진여자<b>고등학교</b>,서울특별시 노원구 중계동 514-2,서울특별시 노원구 공릉로 438 대진여자고등학교,317886,560838,"교육,학문>고등학교",,02-979-2327,http://www.daejinw.hs.kr/
117,영신여자<b>고등학교</b>,서울특별시 노원구 중계동 118,서울특별시 노원구 중계로16나길 13 영신여자고등학교/영신여자실업고등학교,319308,561508,"교육,학문>고등학교",,,http://www.ys.hs.kr/
118,광운전자공업<b>고등학교</b>,서울특별시 노원구 월계동 500,서울특별시 노원구 광운로1길 24,316889,558030,"교육,학문>고등학교",,02-918-7761,http://www.kwangwoon.hs.kr/
119,동산정보산업<b>고등학교</b>,서울특별시 노원구 공릉동 481-3,서울특별시 노원구 공릉로 257 동산정보산업고등학교,318557,559061,"교육,학문>고등학교",,02-971-0903,http://www.seouldongsan.hs.kr/
120,용화여자<b>고등학교</b>,서울특별시 노원구 상계동 696,서울특별시 노원구 동일로 1461 용화여자고등학교,317109,562289,"교육,학문>고등학교",,,http://www.yonghwa.hs.kr/
121,상명<b>고등학교</b>,서울특별시 노원구 중계동 515,서울특별시 노원구 덕릉로 553 상명고등학교,317975,561240,"교육,학문>고등학교",,02-971-6211,http://www.sangmyung.hs.kr/
122,서울아이티<b>고등학교</b>,서울특별시 노원구 중계동 504,서울특별시 노원구 섬밭로 299 서울아이티고등학교,317404,560419,"교육,학문>고등학교",,02-948-1901,http://www.seoulit.hs.kr/
123,청원<b>고등학교</b>,서울특별시 노원구 상계동 641,서울특별시 노원구 한글비석로 506 청원초/중/고등학교,317541,563124,"교육,학문>고등학교",,02-3399-7771,http://www.cheongwon.hs.kr/
124,불암<b>고등학교</b>,서울특별시 노원구 중계동 364-10,서울특별시 노원구 중계로 155 불암고등학교,319031,561119,"교육,학문>고등학교",,02-936-7500,http://www.buram.hs.kr/
125,미래산업과학<b>고등학교</b>,서울특별시 노원구 중계동 369-3,서울특별시 노원구 덕릉로82길 54,318962,562277,"교육,학문>고등학교",,02-933-7671,http://www.mist.hs.kr/
126,인덕공업<b>고등학교</b>,서울특별시 노원구 월계동 648,서울특별시 노원구 초안산로 12 인덕대학/인덕공업고등학교,316858,559271,"교육,학문>고등학교",,02-902-2060,http://www.induk.hs.kr/
127,영신간호비즈니스<b>고등학교</b>,서울특별시 노원구 중계본동 118,서울특별시 노원구 중계로16나길 13 영신여자고등학교/영신여자실업고등학교,319301,561556,"교육,학문>고등학교",,02-951-5772,http://www.youngshin.hs.kr/
128,상계<b>고등학교</b>,서울특별시 노원구 상계동 738,서울특별시 노원구 노해로 432 상계고등학교,316887,561591,"교육,학문>고등학교",,,http://www.sanggye.hs.kr/
129,한국삼육<b>고등학교</b>,서울특별시 노원구 공릉동 26-38,서울특별시 노원구 화랑로 815 삼육대학교,321514,560179,"교육,학문>고등학교",,02-6395-3636,http://www.sahmyook.hs.kr/
130,염광여자메디텍<b>고등학교</b>,서울특별시 노원구 월계동 820,서울특별시 노원구 월계로45가길 9,316304,558887,"교육,학문>고등학교",,02-994-3104,http://ykm.sen.hs.kr/
131,청원여자<b>고등학교</b>,서울특별시 노원구 상계동 641 청원여고,서울특별시 노원구 한글비석로 506,317389,563069,"교육,학문>고등학교",,02-3399-7811,http://www.cheongwon-gh.hs.kr/
132,청암<b>고등학교</b>,서울특별시 노원구 중계동 411-1,서울특별시 노원구 중계로 244,318519,561423,"교육,학문>고등학교",,,http://www.ca.hs.kr/
133,염광<b>고등학교</b>,서울특별시 노원구 월계동 820,서울특별시 노원구 월계로45가길 9,316304,558887,"교육,학문>고등학교",,02-905-4221,http://yumkwang.sen.hs.kr/
134,노원<b>고등학교</b>,서울특별시 노원구 상계동 664,서울특별시 노원구 노원로 586 노원고등학교,316672,562698,"교육,학문>고등학교",,02-937-0079,http://www.nowon.hs.kr/
